0 1 9 10 8 6 24 4 1 6 6 65 4 4 4 2 5 4 23 5 1 3 1 6 4 0 6 1 0 0 1 1 6 2 2 1 0 1 1 0 0 0 0 1 0 3 0 1 1 1 0 5 0 0 0 1 0 0 1 0 0 1 1 2 1 1 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 8 3 0 3 6 2 6 4 7 1 3 3 2 8 7 1 2 0 1 0 34 20 13 21 8 17 13 15 6 6 13 10 12 9 12 9 5 5 10 3 4 4 2 5 4 8 2 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
12 0 7 9 11 7 10 7 6 4 8 5 7 7 4 9 6 3 5 2 2 4 3 4 2 0 9 1 3 0 0 3 0 2 2 3 0 1 4 0 0 4 2 0 1 0 1 0 2 3 2 2 2 1 0 4 0 0 1 0 0 2 1 6 3 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 6 8 9 3 3 1 13 2 5 4 2 3 0 5 4 2 4 2 0 0 35 17 10 8 11 15 14 15 9 8 8 8 9 8 12 12 9 10 6 0 6 3 10 6 0 9 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 5 0 6 6 11 7 3 6 8 6 6 5 4 4 3 7 3 9 4 8 5 3 5 5 1 3 0 3 0 0 1 1 4 1 2 5 0 2 0 0 1 0 0 0 3 1 0 0 1 1 3 2 4 0 0 0 2 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 7 3 5 4 4 5 3 4 3 2 5 6 3 1 7 1 2 2 0 0 34 23 20 7 13 19 2 3 14 16 0 12 0 13 12 9 4 3 0 4 12 6 3 5 2 4 10 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 9 5 0 8 3 8 4 1 6 3 11 4 1 0 5 7 2 3 1 3 2 5 5 7 2 2 5 2 5 0 2 1 1 2 1 1 3 0 0 1 0 0 0 0 4 1 0 3 3 6 3 1 0 2 3 0 2 0 0 3 0 1 3 2 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 8 4 8 12 6 2 4 3 9 3 3 1 5 2 1 4 4 1 1 0 0 41 25 16 20 13 0 9 8 16 12 5 6 0 0 1 13 1 17 21 8 1 3 12 3 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 2 4 7 0 6 11 6 3 2 5 5 5 2 3 3 5 4 3 3 3 1 8 2 3 3 3 2 5 1 2 3 1 1 3 4 2 5 1 0 0 2 1 0 2 8 0 0 0 2 3 7 1 2 3 0 1 2 1 0 0 1 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 4 4 4 5 9 1 3 3 7 3 1 11 3 3 4 3 4 0 0 0 39 14 9 8 7 9 13 19 14 12 7 9 0 4 6 8 4 3 7 8 3 8 2 5 10 4 6 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
6 5 2 5 6 0 11 1 8 6 2 1 7 4 4 6 3 3 3 1 3 1 5 5 1 2 7 0 1 0 0 1 1 1 5 4 5 2 1 2 0 1 1 0 1 3 2 1 1 5 5 1 0 1 0 1 3 1 1 0 0 1 2 1 0 3 1 1 0 1 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 5 6 11 5 7 0 5 1 3 10 5 2 0 5 0 1 0 1 0 0 39 19 10 6 10 14 24 16 9 6 4 8 8 12 5 9 2 6 4 1 5 2 0 8 2 6 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
13 3 6 6 4 4 0 1 5 4 2 15 4 5 6 2 5 0 7 7 0 8 4 2 4 1 3 2 3 1 1 0 2 0 1 1 5 0 2 0 2 0 0 2 0 3 0 0 1 0 2 1 1 2 1 2 2 0 0 0 0 2 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 5 8 3 6 3 1 8 2 4 0 4 4 1 9 1 4 2 1 0 0 34 12 16 16 15 6 3 6 12 8 8 5 5 5 7 8 3 18 10 7 0 5 11 1 3 3 5 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
3 9 4 4 3 3 2 0 5 3 2 5 9 6 1 5 5 3 3 4 1 4 2 8 7 0 8 0 2 1 0 1 2 1 0 1 3 0 6 0 0 2 1 1 0 2 0 0 1 6 3 5 4 0 1 1 0 2 1 0 0 0 1 0 0 1 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 5 4 5 6 4 1 7 6 1 1 2 8 0 2 8 1 4 0 0 0 37 17 10 14 7 11 14 9 6 13 5 10 11 14 7 4 3 7 6 8 0 5 2 2 4 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
2 7 4 2 2 3 3 6 0 8 5 8 7 5 6 5 4 4 5 7 0 9 2 7 7 2 1 0 2 0 1 2 1 1 1 2 2 0 0 0 0 2 0 2 1 2 0 1 1 1 1 1 1 0 0 1 1 4 0 0 0 1 1 1 1 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 3 4 6 5 3 0 3 6 2 0 1 3 1 4 1 1 4 1 3 0 34 6 8 14 12 7 15 13 7 8 6 13 6 12 8 5 7 5 13 4 1 5 4 2 2 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 12 4 5 11 4 5 4 6 0 1 5 1 15 5 6 4 0 7 0 7 7 2 4 3 0 4 1 3 0 1 0 1 0 1 1 3 0 1 1 0 1 0 0 0 5 0 0 0 1 2 1 0 0 0 0 1 2 0 0 0 0 0 2 0 0 2 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 5 2 5 1 3 5 2 4 5 5 4 6 3 2 1 4 1 1 0 0 57 13 15 13 10 5 3 0 13 17 2 12 1 0 2 8 3 8 13 8 3 3 5 0 0 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
