,runno:,N54831,atlas:,DB2_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,22931147,2089.60101947,0.00033309,1444.49829102,0.00046624,0.00028812,0.00022980,0.28919896,0.00025896
1,8659,0.78905147,0.00029736,2866.87963867,0.00034613,0.00030063,0.00024533,0.17234936,0.00027298
2,3711,0.33816492,0.00030042,2732.77807617,0.00035042,0.00029997,0.00025086,0.16885723,0.00027542
3,6972,0.63532358,0.00030945,2719.47314453,0.00035207,0.00031567,0.00026060,0.14950511,0.00028814
4,2774,0.25278078,0.00031209,2680.52734375,0.00035222,0.00031990,0.00026415,0.14458157,0.00029203
5,2923,0.26635841,0.00031313,2586.18774414,0.00036941,0.00030297,0.00026699,0.16810295,0.00028498
6,1387,0.12639039,0.00031348,2630.88403320,0.00037530,0.00030760,0.00026540,0.16950215,0.00028650
7,8703,0.79306097,0.00030881,2564.56372070,0.00036965,0.00030189,0.00025490,0.19076569,0.00027839
8,17043,1.55304356,0.00031308,2564.95288086,0.00036387,0.00031751,0.00025989,0.16756536,0.00028870
9,11068,1.00857162,0.00031551,2748.96899414,0.00037122,0.00030268,0.00027264,0.15872258,0.00028766
10,6659,0.60680145,0.00032848,2320.19580078,0.00037674,0.00032764,0.00028123,0.14773560,0.00030444
11,7122,0.64899233,0.00032242,2366.58129883,0.00036706,0.00032119,0.00027899,0.14002366,0.00030009
12,7148,0.65136158,0.00032835,2369.67358398,0.00038158,0.00032806,0.00027523,0.16220693,0.00030165
13,3052,0.27811353,0.00032871,2429.84399414,0.00038461,0.00032546,0.00027605,0.16707152,0.00030076
14,4127,0.37607292,0.00032960,2352.16308594,0.00037485,0.00032954,0.00028430,0.13957545,0.00030692
15,33041,3.01086148,0.00032570,2477.50024414,0.00038208,0.00031317,0.00027990,0.16034272,0.00029653
16,32235,2.93741473,0.00031181,2542.38427734,0.00036233,0.00031501,0.00025681,0.17330131,0.00028591
17,14836,1.35193066,0.00032881,2485.89379883,0.00038565,0.00032179,0.00027898,0.16553512,0.00030039
18,1439,0.13112889,0.00031675,2435.35766602,0.00035565,0.00031397,0.00028151,0.11994117,0.00029774
19,37220,3.39167290,0.00032338,2383.11596680,0.00037615,0.00031443,0.00027955,0.15351830,0.00029699
20,34541,3.14754900,0.00032095,2509.18920898,0.00037497,0.00031739,0.00027099,0.16499104,0.00029419
21,6177,0.56287919,0.00031804,2761.96508789,0.00038214,0.00030479,0.00026720,0.18423344,0.00028600
22,2518,0.22945278,0.00030629,2620.97021484,0.00034571,0.00030403,0.00026922,0.12815680,0.00028662
23,536,0.04884301,0.00032151,2387.99633789,0.00036402,0.00031507,0.00028545,0.12509531,0.00030026
24,4047,0.36878292,0.00032749,2292.33447266,0.00036917,0.00032459,0.00028871,0.12592252,0.00030665
25,41102,3.74542020,0.00032024,2328.58081055,0.00037022,0.00031406,0.00027651,0.14954968,0.00029528
26,7373,0.67186471,0.00032261,2322.85717773,0.00036953,0.00031820,0.00028009,0.14199258,0.00029915
27,17834,1.62512344,0.00032191,2330.77368164,0.00036881,0.00031916,0.00027772,0.14527038,0.00029844
28,15884,1.44742967,0.00031960,2374.52319336,0.00036346,0.00031273,0.00028265,0.13110228,0.00029769
29,14129,1.28750528,0.00032381,2353.90356445,0.00037146,0.00031913,0.00028084,0.14280346,0.00029998
30,840,0.07654501,0.00031998,2366.20825195,0.00036134,0.00031437,0.00028422,0.12421115,0.00029929
31,3624,0.33023704,0.00031523,2479.48901367,0.00035470,0.00031120,0.00027969,0.12189666,0.00029544
32,20492,1.86733372,0.00031935,2322.30297852,0.00036360,0.00031748,0.00027679,0.13796678,0.00029714
33,23145,2.10908838,0.00032712,2319.72290039,0.00037205,0.00033287,0.00027613,0.14899725,0.00030450
34,11699,1.06607150,0.00032863,2440.49609375,0.00038604,0.00032997,0.00026993,0.17795077,0.00029995
35,3207,0.29223791,0.00032419,2350.77514648,0.00036949,0.00031903,0.00028404,0.13506220,0.00030154
36,9607,0.87543798,0.00033169,2328.60766602,0.00037618,0.00032743,0.00029151,0.13133420,0.00030947
37,21621,1.97021386,0.00032768,2346.91113281,0.00037834,0.00032443,0.00028172,0.14924428,0.00030307
38,11193,1.01996225,0.00033409,2356.17333984,0.00038303,0.00033176,0.00028747,0.14592455,0.00030962
39,7783,0.70922596,0.00032094,2452.82373047,0.00036183,0.00031962,0.00028142,0.12849033,0.00030052
40,10659,0.97130149,0.00031433,2518.86987305,0.00036455,0.00032064,0.00025897,0.17064124,0.00028981
41,7326,0.66758183,0.00033170,2552.53491211,0.00040318,0.00031842,0.00027348,0.19875111,0.00029595
42,22847,2.08193312,0.00031139,2299.95922852,0.00037504,0.00030904,0.00025663,0.16459462,0.00028284
43,6466,0.58921432,0.00033125,2408.37353516,0.00038904,0.00032389,0.00028082,0.16635278,0.00030235
44,11821,1.07718875,0.00032370,2462.22045898,0.00038410,0.00031957,0.00026728,0.18367869,0.00029343
45,3757,0.34235667,0.00031903,2471.40234375,0.00035409,0.00031803,0.00028539,0.10982210,0.00030171
46,5092,0.46400856,0.00032942,2426.57373047,0.00037454,0.00032791,0.00028589,0.13788640,0.00030690
47,1142,0.10406476,0.00032719,2498.00146484,0.00042852,0.00031485,0.00023821,0.29037333,0.00027653
48,413,0.03763463,0.00033899,2392.33886719,0.00043823,0.00031620,0.00026254,0.26267949,0.00028937
49,10096,0.91999811,0.00032604,2304.39355469,0.00040718,0.00031057,0.00026039,0.20370170,0.00028548
50,1190,0.10843876,0.00033453,2451.61181641,0.00045624,0.00029498,0.00025235,0.31423301,0.00027367
51,134660,12.27089396,0.00033506,2451.04467773,0.00040538,0.00032582,0.00027399,0.20049632,0.00029990
52,2344,0.21359703,0.00033574,2575.67504883,0.00038758,0.00033422,0.00028543,0.15684070,0.00030982
53,12225,1.11400326,0.00032000,2553.08398438,0.00037735,0.00032528,0.00025760,0.18962191,0.00029144
54,5295,0.48250693,0.00032882,2547.90161133,0.00038584,0.00032396,0.00027665,0.16440296,0.00030030
55,8946,0.81520435,0.00031476,2611.83666992,0.00037910,0.00031967,0.00024550,0.21576716,0.00028258
56,755,0.06879938,0.00030847,2654.44262695,0.00035757,0.00030585,0.00026198,0.15846759,0.00028392
57,253015,23.05599462,0.00032846,2609.52099609,0.00040933,0.00031637,0.00025991,0.22911407,0.00028814
58,1380,0.12575251,0.00033086,2258.04809570,0.00037535,0.00032880,0.00028671,0.13545132,0.00030776
59,48555,4.42457490,0.00027456,3035.74877930,0.00032843,0.00026957,0.00022543,0.19234376,0.00024750
60,28301,2.57892893,0.00030014,2691.10009766,0.00037656,0.00028450,0.00023815,0.21645655,0.00026132
61,1858,0.16931027,0.00027688,2665.65478516,0.00035530,0.00027834,0.00019701,0.28528726,0.00023767
62,30404,2.77056483,0.00030051,2778.04736328,0.00037098,0.00029159,0.00023897,0.22425434,0.00026528
