,runno:,N54870,atlas:,C57_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,22503790,2050.65810821,0.00032683,1513.56518555,0.00043627,0.00029688,0.00023880,0.23939605,0.00026784
1,9547,0.86997048,0.00031900,2978.98901367,0.00037377,0.00032289,0.00026035,0.18111056,0.00029162
2,3780,0.34445254,0.00032180,2860.37939453,0.00037348,0.00032616,0.00026577,0.17192587,0.00029596
3,7997,0.72872671,0.00033518,2724.28613281,0.00038290,0.00034332,0.00027944,0.15627232,0.00031138
4,3143,0.28640591,0.00032173,2839.26440430,0.00036481,0.00032966,0.00027191,0.14668274,0.00030079
5,2564,0.23364453,0.00032712,2771.48999023,0.00038712,0.00031571,0.00027851,0.17018883,0.00029711
6,1795,0.16356939,0.00032640,2755.05859375,0.00039064,0.00033225,0.00025805,0.19817069,0.00029515
7,8530,0.77729634,0.00032198,2771.32128906,0.00038516,0.00032021,0.00026057,0.19853026,0.00029039
8,16121,1.46902630,0.00032855,2702.35815430,0.00038168,0.00033714,0.00026800,0.17249258,0.00030257
9,11787,1.07409050,0.00032625,2940.73779297,0.00038119,0.00031574,0.00028186,0.15473831,0.00029880
10,7806,0.71132183,0.00033123,2588.37109375,0.00038700,0.00032767,0.00027903,0.16476615,0.00030335
11,8166,0.74412684,0.00032873,2628.66870117,0.00037687,0.00032805,0.00028130,0.14824432,0.00030467
12,8819,0.80363147,0.00033141,2603.20458984,0.00038581,0.00032647,0.00028195,0.15744372,0.00030421
13,3506,0.31948429,0.00034059,2570.78710938,0.00039968,0.00033802,0.00028785,0.16032858,0.00031294
14,5409,0.49289518,0.00034584,2492.54956055,0.00038910,0.00035403,0.00029438,0.14051862,0.00032421
15,41048,3.74049945,0.00033900,2648.86865234,0.00039852,0.00032751,0.00029061,0.16197757,0.00030906
16,38470,3.50557917,0.00033053,2670.09228516,0.00038219,0.00033307,0.00027348,0.16821739,0.00030328
17,16359,1.49071405,0.00033933,2661.69189453,0.00040094,0.00032909,0.00028786,0.17106141,0.00030848
18,1341,0.12219864,0.00032928,2630.95947266,0.00036691,0.00032735,0.00029359,0.11481834,0.00031047
19,44157,4.02380710,0.00033861,2540.36450195,0.00039014,0.00033377,0.00029192,0.14926638,0.00031284
20,36480,3.32424040,0.00033589,2631.17065430,0.00039250,0.00033252,0.00028261,0.16655572,0.00030756
21,7399,0.67423396,0.00032211,3040.39672852,0.00037946,0.00030892,0.00027796,0.16128598,0.00029344
22,2838,0.25861278,0.00032847,2708.51025391,0.00037219,0.00032320,0.00029067,0.12757026,0.00030694
23,555,0.05057438,0.00033456,2558.63061523,0.00037656,0.00033724,0.00029124,0.13025363,0.00031424
24,4627,0.42163543,0.00032968,2590.22753906,0.00037219,0.00032547,0.00029108,0.12712538,0.00030828
25,47425,4.32160364,0.00033494,2507.26806641,0.00038130,0.00033068,0.00029281,0.13604811,0.00031175
26,9049,0.82459022,0.00033768,2504.39038086,0.00038064,0.00033621,0.00029612,0.12896663,0.00031616
27,22462,2.04684999,0.00033703,2509.35107422,0.00038169,0.00033420,0.00029516,0.13315313,0.00031468
28,18894,1.72171596,0.00033566,2536.28125000,0.00037831,0.00032903,0.00029968,0.12241410,0.00031435
29,18647,1.69920808,0.00034202,2476.22778320,0.00038666,0.00034261,0.00029679,0.13410018,0.00031970
30,1036,0.09440551,0.00033808,2559.07690430,0.00037719,0.00033526,0.00030179,0.11497108,0.00031853
31,3869,0.35256267,0.00033379,2629.50512695,0.00037385,0.00033352,0.00029399,0.12238477,0.00031376
32,24422,2.22545502,0.00033728,2500.18969727,0.00038186,0.00033653,0.00029320,0.13362353,0.00031487
33,32648,2.97504935,0.00033459,2539.70922852,0.00037953,0.00034055,0.00028309,0.14677373,0.00031182
34,15679,1.42874905,0.00033542,2667.92724609,0.00039345,0.00033431,0.00027850,0.17225057,0.00030640
35,3394,0.30927829,0.00033678,2536.67700195,0.00037851,0.00034089,0.00029086,0.13464415,0.00031587
36,11154,1.01640837,0.00033964,2534.89282227,0.00038232,0.00033661,0.00029999,0.12574828,0.00031830
37,24933,2.27201990,0.00034030,2640.50390625,0.00039216,0.00033991,0.00028965,0.15337630,0.00031478
38,13736,1.25169315,0.00033960,2572.10375977,0.00039195,0.00033794,0.00028892,0.15424429,0.00031343
39,6521,0.59422620,0.00033197,2668.25561523,0.00037611,0.00033150,0.00028875,0.13440679,0.00031012
40,10015,0.91261698,0.00033401,2746.61523438,0.00038611,0.00033643,0.00027950,0.16054933,0.00030796
41,7607,0.69318796,0.00034017,2726.86376953,0.00041621,0.00032370,0.00028061,0.20351125,0.00030215
42,25476,2.32150078,0.00031844,2631.45043945,0.00038076,0.00031726,0.00026655,0.16031943,0.00029190
43,7638,0.69601283,0.00032752,2797.25366211,0.00038580,0.00031618,0.00028040,0.16409715,0.00029829
44,12664,1.15400714,0.00032531,2827.65942383,0.00039407,0.00031605,0.00026533,0.20159701,0.00029069
45,4003,0.36477342,0.00032433,2811.52905273,0.00036462,0.00031988,0.00028905,0.11927854,0.00030447
46,5531,0.50401244,0.00032521,2830.88867188,0.00037018,0.00032183,0.00028384,0.13597825,0.00030284
47,1497,0.13641414,0.00033811,2696.21704102,0.00045333,0.00031561,0.00024538,0.30667534,0.00028049
48,745,0.06788813,0.00033881,2634.31909180,0.00043578,0.00031530,0.00026536,0.25488254,0.00029033
49,10663,0.97166599,0.00034257,2459.35620117,0.00045178,0.00031653,0.00025938,0.24750699,0.00028796
50,1640,0.14944502,0.00034017,2693.98730469,0.00046481,0.00029873,0.00025696,0.31410101,0.00027784
51,141744,12.91642354,0.00034097,2699.57080078,0.00040929,0.00033208,0.00028160,0.19299479,0.00030683
52,2506,0.22835928,0.00034231,2787.48217773,0.00038854,0.00033851,0.00029987,0.13251777,0.00031919
53,14954,1.36268341,0.00032859,2791.59155273,0.00038937,0.00033136,0.00026506,0.19094247,0.00029821
54,6351,0.57873494,0.00034239,2740.01293945,0.00040124,0.00033927,0.00028664,0.16667113,0.00031296
55,10044,0.91525961,0.00031821,2871.56616211,0.00038934,0.00031504,0.00024963,0.22413783,0.00028234
56,870,0.07927876,0.00033031,2849.05126953,0.00038211,0.00032966,0.00027915,0.15766114,0.00030441
57,277163,25.25648139,0.00034168,2733.10058594,0.00042499,0.00032762,0.00027299,0.22303177,0.00030030
58,1450,0.13213127,0.00032739,2602.20532227,0.00037810,0.00032571,0.00027961,0.15013888,0.00030266
59,51165,4.66241118,0.00029042,3333.52783203,0.00034212,0.00028634,0.00024253,0.17486072,0.00026443
60,29859,2.72090170,0.00031368,2920.27587891,0.00040071,0.00029383,0.00024791,0.22157300,0.00027087
61,2057,0.18744415,0.00029093,2864.39013672,0.00036883,0.00029104,0.00021292,0.26954818,0.00025198
62,34467,3.14080575,0.00030999,3048.86425781,0.00037887,0.00029843,0.00025268,0.20927449,0.00027555
63,11073,1.00902725,0.00029488,2729.17675781,0.00036121,0.00029057,0.00023285,0.22080950,0.00026171
64,136782,12.46426124,0.00032237,2670.36108398,0.00038036,0.00031537,0.00027137,0.17561081,0.00029337
65,57935,5.27932750,0.00033630,2799.61938477,0.00041443,0.00032223,0.00027206,0.20472200,0.00029715
66,22954,2.09168350,0.00032956,2741.86889648,0.00038583,0.00032501,0.00027784,0.16872264,0.00030143
67,2762,0.25168728,0.00029824,3194.05932617,0.00037197,0.00028605,0.00023671,0.23333128,0.00026138
68,8275,0.75405946,0.00030691,2903.50415039,0.00038817,0.00029533,0.00023722,0.24743062,0.00026627
69,20399,1.85885910,0.00030459,3200.59545898,0.00035383,0.00030185,0.00025811,0.16238233,0.00027998
70,4090,0.37270129,0.00029340,2755.93872070,0.00034865,0.00028902,0.00024253,0.18390900,0.00026578
71,1555,0.14169939,0.00027926,3028.30761719,0.00035493,0.00026642,0.00021643,0.25639445,0.00024142
72,55673,5.07320273,0.00029909,2948.66821289,0.00036646,0.00029175,0.00023906,0.21858892,0.00026540
73,19562,1.78258746,0.00030391,2626.96557617,0.00037802,0.00030121,0.00023249,0.24362656,0.00026685
74,2422,0.22070478,0.00030275,2936.73852539,0.00035975,0.00030680,0.00024171,0.19758855,0.00027426
75,3439,0.31337891,0.00029572,2812.44604492,0.00035904,0.00028911,0.00023900,0.20738150,0.00026405
76,5474,0.49881831,0.00029636,2800.89526367,0.00037912,0.00028591,0.00022404,0.26478702,0.00025498
77,10660,0.97139262,0.00027903,2864.33032227,0.00035619,0.00028653,0.00019437,0.28827041,0.00024045
78,13566,1.23620190,0.00027798,2896.59716797,0.00036626,0.00026688,0.00020081,0.30035982,0.00023385
79,837,0.07627163,0.00027196,3276.35986328,0.00034105,0.00026232,0.00021252,0.23905210,0.00023742
80,12236,1.11500563,0.00026685,2918.40527344,0.00032523,0.00025480,0.00022052,0.20136912,0.00023766
81,53015,4.83099245,0.00030539,2871.76928711,0.00036433,0.00030155,0.00025096,0.18873298,0.00027626
82,30507,2.77995071,0.00030632,2767.72265625,0.00036874,0.00030656,0.00024537,0.20348865,0.00027597
83,7685,0.70029571,0.00030587,2725.15966797,0.00039933,0.00028817,0.00023011,0.28077051,0.00025914
84,795,0.07244438,0.00028811,2605.69848633,0.00035219,0.00027921,0.00023294,0.21132803,0.00025607
85,18835,1.71633958,0.00027288,3018.68676758,0.00034290,0.00026057,0.00021516,0.23798873,0.00023787
86,1507,0.13732539,0.00027012,3086.95751953,0.00034735,0.00026797,0.00019504,0.28038964,0.00023151
87,2024,0.18443702,0.00029168,2991.78027344,0.00036062,0.00028653,0.00022788,0.22901927,0.00025720
88,2619,0.23865640,0.00027160,2987.98828125,0.00033209,0.00026144,0.00022127,0.20677623,0.00024135
89,41366,3.76947720,0.00030724,2406.11523438,0.00039848,0.00029070,0.00023252,0.27492961,0.00026161
90,1753,0.15974214,0.00033876,3034.60449219,0.00040591,0.00033207,0.00027829,0.20111565,0.00030519
91,223952,20.40762843,0.00033268,2652.36474609,0.00041029,0.00032301,0.00026567,0.22047320,0.00029434
92,2481,0.22608115,0.00028125,2618.51708984,0.00035871,0.00026766,0.00021738,0.25782123,0.00024252
93,2458,0.22398528,0.00029124,2543.95361328,0.00036593,0.00027880,0.00022899,0.23954476,0.00025390
94,469,0.04273763,0.00027925,2535.85131836,0.00034480,0.00028132,0.00021163,0.23954938,0.00024648
95,4825,0.43967818,0.00028025,2493.30297852,0.00036682,0.00027214,0.00020178,0.29514897,0.00023696
96,912,0.08310601,0.00029422,2691.43847656,0.00035925,0.00028252,0.00024088,0.20745835,0.00026170
97,2014,0.18352577,0.00029658,2912.20312500,0.00036053,0.00029640,0.00023281,0.21707480,0.00026460
98,2507,0.22845040,0.00029075,2729.62451172,0.00036386,0.00028581,0.00022259,0.24372095,0.00025420
99,23177,2.11200438,0.00028825,2579.36401367,0.00035019,0.00027877,0.00023578,0.20137291,0.00025728
100,9419,0.85830648,0.00030620,2520.45190430,0.00037040,0.00029682,0.00025139,0.19967046,0.00027410
101,1208,0.11007901,0.00028261,2941.28979492,0.00034075,0.00028923,0.00021785,0.21985240,0.00025354
102,475,0.04328438,0.00030187,2516.58984375,0.00040970,0.00027872,0.00021719,0.31970948,0.00024795
103,1252,0.11408851,0.00030672,2567.88671875,0.00036290,0.00030695,0.00025030,0.18425566,0.00027862
104,29013,2.64380994,0.00026339,2894.17993164,0.00032428,0.00025749,0.00020839,0.22385168,0.00023294
105,4788,0.43630655,0.00027330,2879.34765625,0.00036795,0.00025793,0.00019401,0.31497225,0.00022597
106,3210,0.29251128,0.00029993,2555.84570312,0.00038087,0.00028724,0.00023169,0.25136852,0.00025946
107,8681,0.79105622,0.00031062,2795.89575195,0.00036499,0.00030909,0.00025780,0.17802142,0.00028344
108,165,0.01503563,0.00035429,2692.33911133,0.00044364,0.00034665,0.00027259,0.24531811,0.00030962
109,3730,0.33989629,0.00032168,2367.60107422,0.00039566,0.00031323,0.00025614,0.22123834,0.00028469
110,5748,0.52378656,0.00032440,2514.62768555,0.00044474,0.00029174,0.00023671,0.33281842,0.00026423
111,3293,0.30007466,0.00028106,2685.26782227,0.00036069,0.00027129,0.00021119,0.26987749,0.00024124
112,9059,0.82550147,0.00027891,2716.99609375,0.00034035,0.00027237,0.00022403,0.21357436,0.00024820
113,13270,1.20922889,0.00026272,2850.80908203,0.00030715,0.00026192,0.00021910,0.17049398,0.00024051
114,21854,1.99144599,0.00031336,2148.31396484,0.00038567,0.00030507,0.00024933,0.21565920,0.00027720
115,11893,1.08374975,0.00028845,2533.47875977,0.00037144,0.00027731,0.00021661,0.26983577,0.00024696
116,50842,4.63297780,0.00027679,2537.01904297,0.00033924,0.00026672,0.00022454,0.20997366,0.00024563
117,2270,0.20685377,0.00029907,2326.82714844,0.00039210,0.00027928,0.00022584,0.28037545,0.00025256
118,4300,0.39183755,0.00023683,3340.53930664,0.00041265,0.00016722,0.00013063,0.57471234,0.00014892
119,8219,0.74895646,0.00027255,2965.58129883,0.00047246,0.00019402,0.00015065,0.57292908,0.00017234
120,12036,1.09678063,0.00022592,3589.83227539,0.00036666,0.00017413,0.00013697,0.53405756,0.00015555
121,71704,6.53402778,0.00025431,3221.17114258,0.00038793,0.00021552,0.00015949,0.45010015,0.00018751
122,1916,0.17459552,0.00023345,3480.80639648,0.00036337,0.00018516,0.00015181,0.45594320,0.00016849
123,4012,0.36559354,0.00022873,3548.27124023,0.00038511,0.00016820,0.00013288,0.54151893,0.00015054
124,4464,0.40678205,0.00027312,3003.30346680,0.00039256,0.00024336,0.00018342,0.38536558,0.00021339
125,5947,0.54192044,0.00029389,2618.05493164,0.00046895,0.00023584,0.00018335,0.48399544,0.00020959
126,466,0.04246426,0.00027394,3262.28417969,0.00043338,0.00020729,0.00018115,0.47817689,0.00019422
127,14889,1.35676029,0.00024131,2998.34814453,0.00039050,0.00018947,0.00014395,0.49941635,0.00016671
128,457,0.04164413,0.00023458,3375.62963867,0.00038019,0.00017920,0.00014434,0.49978322,0.00016177
129,1600,0.14580002,0.00023235,3337.93823242,0.00035996,0.00018531,0.00015179,0.46349990,0.00016855
130,377,0.03435413,0.00025356,3052.09838867,0.00037596,0.00021843,0.00016629,0.40955278,0.00019236
131,339,0.03089138,0.00024496,3223.95678711,0.00033496,0.00021993,0.00017998,0.32303861,0.00019996
132,1134,0.10333576,0.00026338,3000.58471680,0.00041809,0.00020642,0.00016564,0.47369426,0.00018603
133,8418,0.76709034,0.00025851,2953.16748047,0.00043715,0.00018998,0.00014840,0.54702574,0.00016919
134,3905,0.35584317,0.00030122,2823.68994141,0.00041013,0.00027223,0.00022131,0.32661161,0.00024677
135,12937,1.17888427,0.00030127,2336.54833984,0.00052240,0.00021682,0.00016460,0.55518073,0.00019071
136,4474,0.40769330,0.00028037,2667.50000000,0.00043467,0.00023265,0.00017380,0.47732201,0.00020322
137,1138,0.10370026,0.00028801,2479.97583008,0.00047398,0.00022588,0.00016417,0.50704271,0.00019502
138,491,0.04474238,0.00025490,2785.77783203,0.00041472,0.00020429,0.00014569,0.50019890,0.00017499
139,509,0.04638263,0.00021792,3244.11523438,0.00039093,0.00014838,0.00011445,0.60283178,0.00013142
140,12856,1.17150314,0.00027013,2500.07250977,0.00037829,0.00023966,0.00019258,0.33655652,0.00021612
141,5435,0.49526443,0.00029817,1912.11157227,0.00053300,0.00021142,0.00014995,0.59942836,0.00018069
142,2025,0.18452815,0.00025687,2852.78369141,0.00037603,0.00022623,0.00016835,0.39374232,0.00019729
143,4610,0.42008630,0.00027497,2896.81665039,0.00040170,0.00023739,0.00018583,0.39158392,0.00021161
144,6879,0.62684895,0.00028251,2818.12792969,0.00050135,0.00019351,0.00015265,0.59467238,0.00017308
145,3778,0.34427029,0.00027148,2681.29467773,0.00038553,0.00024575,0.00018317,0.36852929,0.00021446
146,4168,0.37980905,0.00031665,2452.24707031,0.00049392,0.00026060,0.00019541,0.47214493,0.00022801
147,47332,4.31312901,0.00029590,2483.86718750,0.00042685,0.00025964,0.00020130,0.38265228,0.00023047
