,runno:,N54790,atlas:,C57_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,22652153,2064.17768819,0.00034548,1228.12463379,0.00046951,0.00030403,0.00024819,0.25928548,0.00027611
1,8377,0.76335422,0.00031491,2490.36889648,0.00036448,0.00031544,0.00026481,0.16229428,0.00029013
2,3341,0.30444866,0.00032683,2284.83129883,0.00037779,0.00032714,0.00027555,0.16006802,0.00030134
3,7679,0.69974896,0.00033015,2304.96191406,0.00037387,0.00033637,0.00028020,0.14410007,0.00030828
4,2997,0.27310166,0.00033705,2221.69604492,0.00037768,0.00034456,0.00028890,0.13462535,0.00031673
5,2190,0.19956377,0.00033179,2175.18847656,0.00039377,0.00032051,0.00028108,0.17445292,0.00030080
6,1565,0.14261064,0.00032941,2188.07202148,0.00039142,0.00032898,0.00026719,0.18149298,0.00029808
7,8075,0.73583446,0.00032582,2231.56640625,0.00038546,0.00032282,0.00026917,0.18330134,0.00029599
8,15229,1.38774279,0.00033890,2134.61303711,0.00039088,0.00034529,0.00028223,0.16112401,0.00031376
9,11168,1.01768412,0.00032451,2436.84838867,0.00038001,0.00031293,0.00028061,0.15634675,0.00029677
10,8005,0.72945571,0.00033260,2178.04199219,0.00037933,0.00032776,0.00029072,0.13621669,0.00030924
11,8045,0.73310071,0.00033007,2219.93066406,0.00037145,0.00032692,0.00029185,0.12415565,0.00030938
12,8695,0.79233197,0.00033528,2189.81030273,0.00038417,0.00032688,0.00029478,0.13583742,0.00031083
13,3081,0.28075616,0.00033491,2232.09130859,0.00038781,0.00033293,0.00028233,0.15993050,0.00030763
14,5294,0.48241581,0.00034091,2119.91625977,0.00038291,0.00034295,0.00029687,0.12820278,0.00031991
15,37228,3.39240190,0.00033508,2270.10034180,0.00039235,0.00032233,0.00029018,0.15612103,0.00030625
16,37218,3.39149065,0.00032973,2252.72509766,0.00037907,0.00032985,0.00027704,0.15758437,0.00030345
17,15794,1.43922842,0.00033235,2280.57177734,0.00039032,0.00032594,0.00028071,0.16810358,0.00030332
18,1262,0.11499976,0.00033329,2143.59057617,0.00036920,0.00033109,0.00029947,0.10755698,0.00031528
19,41049,3.74059057,0.00033493,2125.46142578,0.00038975,0.00032760,0.00028743,0.15747947,0.00030752
20,36503,3.32633627,0.00033646,2178.25317383,0.00039535,0.00033186,0.00028210,0.17184024,0.00030698
21,7543,0.68735596,0.00031971,2512.95581055,0.00037585,0.00030913,0.00027414,0.16355135,0.00029164
22,2614,0.23820078,0.00032978,2181.13842773,0.00037257,0.00032649,0.00029058,0.12830067,0.00030853
23,497,0.04528913,0.00033765,2123.09033203,0.00037673,0.00033781,0.00029840,0.11876392,0.00031811
24,4449,0.40541517,0.00033488,2119.45751953,0.00037490,0.00033087,0.00029883,0.11785057,0.00031485
25,47989,4.37299815,0.00033560,2091.34570312,0.00038147,0.00032931,0.00029606,0.13139895,0.00031268
26,8615,0.78504197,0.00033543,2093.14819336,0.00038042,0.00033204,0.00029382,0.13266306,0.00031293
27,20042,1.82632747,0.00033329,2109.29516602,0.00037963,0.00032847,0.00029173,0.13629788,0.00031010
28,17261,1.57290881,0.00033331,2120.73803711,0.00038039,0.00032418,0.00029535,0.13328135,0.00030977
29,16967,1.54611806,0.00033997,2085.78173828,0.00038105,0.00033797,0.00030089,0.12024741,0.00031943
30,955,0.08702439,0.00033628,2133.93798828,0.00038022,0.00033175,0.00029686,0.12738760,0.00031430
31,3575,0.32577191,0.00033303,2150.85449219,0.00037523,0.00033123,0.00029290,0.12669651,0.00031206
32,23009,2.09669537,0.00033607,2096.36499023,0.00037855,0.00033170,0.00029786,0.12237457,0.00031478
33,31571,2.87690772,0.00033440,2138.98071289,0.00037638,0.00033383,0.00029264,0.12721273,0.00031323
34,14504,1.32167716,0.00033767,2239.77783203,0.00038993,0.00033447,0.00028859,0.15159144,0.00031153
35,3339,0.30426641,0.00033847,2087.02001953,0.00037691,0.00033909,0.00029939,0.11785739,0.00031924
36,10666,0.97193937,0.00034244,2081.09252930,0.00038076,0.00033797,0.00030857,0.10909676,0.00032327
37,23538,2.14490051,0.00034314,2088.30444336,0.00039196,0.00034269,0.00029526,0.14334920,0.00031898
38,13101,1.19382877,0.00034077,2122.99194336,0.00038674,0.00033869,0.00029687,0.13495366,0.00031778
39,6476,0.59012557,0.00033436,2174.03955078,0.00037771,0.00033576,0.00028980,0.13418826,0.00031278
40,10108,0.92109161,0.00033290,2159.19897461,0.00038371,0.00033712,0.00027808,0.16084948,0.00030760
41,7513,0.68462221,0.00032863,2363.80273438,0.00040137,0.00031476,0.00026976,0.20441844,0.00029226
42,24565,2.23848589,0.00032199,2107.81665039,0.00038332,0.00032248,0.00026962,0.15562969,0.00029605
43,6765,0.61646070,0.00034005,2259.50781250,0.00039568,0.00033196,0.00029252,0.15427397,0.00031224
