,runno:,N54811,atlas:,BTBR_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,23121240,2106.92324616,0.00038416,1389.77294922,0.00052019,0.00034355,0.00027885,0.27422026,0.00031120
1,12834,1.16949839,0.00031651,2855.20922852,0.00037677,0.00031960,0.00025317,0.19500260,0.00028639
2,8656,0.78877809,0.00032407,2709.20043945,0.00037906,0.00032510,0.00026807,0.17318594,0.00029658
3,4757,0.43348168,0.00033677,2528.25805664,0.00039110,0.00034710,0.00027212,0.17877217,0.00030961
4,2274,0.20721827,0.00033213,2574.34228516,0.00040873,0.00035012,0.00023951,0.23324026,0.00029481
5,9395,0.85611948,0.00031979,2663.85546875,0.00038182,0.00031926,0.00026410,0.18258116,0.00029168
6,818,0.07454026,0.00033793,2509.79101562,0.00040176,0.00034620,0.00026583,0.20084099,0.00030601
7,7468,0.68052158,0.00033017,2505.29663086,0.00039081,0.00033355,0.00026632,0.18796670,0.00029994
8,12652,1.15291364,0.00033006,2582.64672852,0.00038781,0.00033881,0.00026415,0.18720779,0.00030148
9,8627,0.78613547,0.00032402,2692.28100586,0.00038989,0.00031333,0.00026916,0.18619215,0.00029125
10,6624,0.60361207,0.00033601,2457.01635742,0.00038324,0.00033766,0.00028713,0.14400718,0.00031240
11,6508,0.59304157,0.00033255,2434.97680664,0.00037358,0.00033415,0.00029022,0.12724914,0.00031218
12,7156,0.65209058,0.00033710,2485.35986328,0.00039192,0.00033612,0.00028327,0.16186313,0.00030970
13,3333,0.30371966,0.00033888,2628.43945312,0.00039001,0.00034115,0.00028550,0.15566710,0.00031332
14,3729,0.33980517,0.00033906,2509.00756836,0.00038042,0.00034641,0.00029036,0.13584258,0.00031838
15,28508,2.59779181,0.00034058,2583.92675781,0.00039346,0.00033304,0.00029492,0.14634567,0.00031398
16,31960,2.91235535,0.00032380,2755.42211914,0.00038003,0.00032858,0.00026193,0.18601120,0.00029526
17,13769,1.25470027,0.00033743,2599.49047852,0.00039376,0.00033557,0.00028294,0.16719073,0.00030926
18,942,0.08583976,0.00032979,2407.67993164,0.00036638,0.00032860,0.00029498,0.10970721,0.00031179
19,27841,2.53701143,0.00034186,2395.63110352,0.00038718,0.00033711,0.00030132,0.12934715,0.00031922
20,29524,2.69037482,0.00034059,2440.69238281,0.00039574,0.00034055,0.00028470,0.16358516,0.00031262
21,4524,0.41224955,0.00031889,2844.80883789,0.00038462,0.00030180,0.00027025,0.18509704,0.00028603
22,1873,0.17067715,0.00033172,2464.47509766,0.00037183,0.00033250,0.00029089,0.12401520,0.00031170
23,531,0.04838738,0.00033620,2338.52978516,0.00037678,0.00033627,0.00029555,0.12331279,0.00031591
24,3966,0.36140179,0.00033806,2342.29589844,0.00037360,0.00033948,0.00030126,0.10977861,0.00032037
25,40886,3.72573719,0.00033828,2349.66723633,0.00038117,0.00033484,0.00029878,0.12513323,0.00031681
26,6231,0.56779994,0.00033947,2339.72363281,0.00037854,0.00033640,0.00030348,0.11386781,0.00031994
27,12628,1.15072664,0.00033918,2367.22583008,0.00037692,0.00033553,0.00030507,0.10952797,0.00032030
28,10704,0.97540212,0.00033822,2377.19091797,0.00037303,0.00033614,0.00030550,0.10312573,0.00032082
29,13915,1.26800453,0.00033683,2487.63940430,0.00037775,0.00033766,0.00029509,0.12531596,0.00031637
30,661,0.06023363,0.00033990,2378.90161133,0.00037750,0.00033893,0.00030328,0.11157861,0.00032110
31,2798,0.25496778,0.00033747,2395.95727539,0.00037275,0.00033923,0.00030069,0.10880771,0.00031996
32,21512,1.96028123,0.00033668,2429.14697266,0.00037871,0.00033671,0.00029464,0.12705724,0.00031567
33,29296,2.66959832,0.00033431,2513.46240234,0.00037959,0.00034311,0.00028013,0.15258878,0.00031162
34,12544,1.14307214,0.00033184,2585.91870117,0.00038972,0.00033132,0.00027435,0.17465983,0.00030283
35,2313,0.21077215,0.00033645,2371.40429688,0.00037791,0.00033656,0.00029486,0.12508802,0.00031571
36,8932,0.81392860,0.00033596,2380.17944336,0.00037353,0.00033681,0.00029767,0.11574745,0.00031724
37,17971,1.63760757,0.00033442,2410.29248047,0.00038295,0.00034110,0.00027949,0.15728462,0.00031030
38,11689,1.06516025,0.00033523,2470.57812500,0.00038167,0.00033525,0.00028898,0.13989015,0.00031212
39,4820,0.43922255,0.00033111,2417.52490234,0.00037385,0.00033764,0.00028229,0.14147590,0.00030997
40,8253,0.75205471,0.00032679,2557.61401367,0.00037897,0.00034255,0.00025886,0.19009924,0.00030071
41,7461,0.67988371,0.00032385,2783.29516602,0.00038638,0.00030696,0.00027821,0.17330395,0.00029258
42,19270,1.75597896,0.00032638,2588.35693359,0.00038483,0.00032115,0.00027540,0.16684934,0.00029827
43,5807,0.52916294,0.00033922,2582.40600586,0.00040429,0.00032757,0.00028581,0.17770724,0.00030669
44,9818,0.89466536,0.00033572,2594.99658203,0.00041154,0.00032425,0.00027132,0.21085487,0.00029779
45,3025,0.27565316,0.00032804,2678.91845703,0.00036836,0.00032452,0.00029125,0.12249435,0.00030789
46,5308,0.48369156,0.00033790,2574.75488281,0.00038829,0.00033321,0.00029221,0.14524004,0.00031271
47,1044,0.09513451,0.00033880,2659.50317383,0.00045281,0.00031034,0.00025324,0.29773271,0.00028179
48,445,0.04055063,0.00033955,2559.55957031,0.00045164,0.00030860,0.00025842,0.28840300,0.00028351
49,8452,0.77018859,0.00034328,2490.64404297,0.00043383,0.00032573,0.00027027,0.22287352,0.00029800
50,1400,0.12757502,0.00034186,2616.14062500,0.00048147,0.00029225,0.00025187,0.34536743,0.00027206
51,121121,11.03715244,0.00034287,2521.69995117,0.00041766,0.00033389,0.00027707,0.20874061,0.00030548
52,2313,0.21077215,0.00032621,2812.47656250,0.00037033,0.00032736,0.00028095,0.14063093,0.00030415
53,12213,1.11290976,0.00032937,2676.33471680,0.00038966,0.00033048,0.00026784,0.18833765,0.00029916
54,4739,0.43184143,0.00032716,2672.68188477,0.00038328,0.00032219,0.00027600,0.16542645,0.00029909
55,7707,0.70230046,0.00032474,2717.55590820,0.00040389,0.00031835,0.00025141,0.23918249,0.00028488
56,624,0.05686201,0.00033449,2718.26367188,0.00039968,0.00032369,0.00028010,0.18108645,0.00030189
57,248554,22.64948595,0.00034751,2633.74731445,0.00043195,0.00033505,0.00027528,0.22914384,0.00030517
58,979,0.08921139,0.00035036,2439.32446289,0.00040410,0.00034661,0.00030037,0.15046690,0.00032349
59,48193,4.39158765,0.00028365,3077.76489258,0.00033368,0.00027994,0.00023714,0.17441799,0.00025854
60,23629,2.15319288,0.00031029,2879.84863281,0.00037478,0.00030226,0.00025450,0.19721214,0.00027838
61,1684,0.15345452,0.00029009,2698.35009766,0.00036225,0.00029734,0.00021066,0.26123697,0.00025400
62,34146,3.11155462,0.00030802,2902.16479492,0.00038005,0.00029859,0.00024542,0.22407587,0.00027200
63,8655,0.78868697,0.00029452,2608.32543945,0.00036395,0.00029224,0.00022737,0.23454282,0.00025981
64,107627,9.80751154,0.00032377,2528.72631836,0.00038481,0.00031867,0.00026784,0.18623272,0.00029325
65,50092,4.56463404,0.00033003,2720.95458984,0.00039885,0.00032136,0.00026986,0.19742680,0.00029561
66,18117,1.65091182,0.00034028,2549.91796875,0.00040406,0.00033679,0.00027998,0.18132949,0.00030838
67,2778,0.25314528,0.00029752,3023.85180664,0.00036672,0.00028801,0.00023781,0.22475487,0.00026291
68,6806,0.62019682,0.00031404,2724.45874023,0.00039446,0.00030659,0.00024109,0.24423939,0.00027384
69,23256,2.11920325,0.00028952,2882.09863281,0.00034067,0.00028857,0.00023932,0.17879282,0.00026394
70,4455,0.40596192,0.00028890,2580.53808594,0.00035109,0.00027932,0.00023631,0.20268574,0.00025781
71,1322,0.12046726,0.00027587,2718.35253906,0.00036280,0.00025709,0.00020773,0.28783953,0.00023241
72,44929,4.09415561,0.00029418,2786.63891602,0.00036328,0.00028635,0.00023291,0.22544137,0.00025963
73,18413,1.67788483,0.00030547,2442.57617188,0.00037892,0.00030453,0.00023297,0.24163330,0.00026875
74,1375,0.12529689,0.00030517,2637.92822266,0.00036707,0.00030410,0.00024432,0.20213632,0.00027421
75,2944,0.26827203,0.00030089,2590.13330078,0.00036437,0.00029377,0.00024452,0.20425549,0.00026914
76,4562,0.41571230,0.00030014,2581.17480469,0.00039262,0.00028639,0.00022141,0.28634283,0.00025390
77,9117,0.83078672,0.00027764,2637.86132812,0.00035714,0.00028180,0.00019396,0.29133314,0.00023788
78,9355,0.85247448,0.00028561,2640.15551758,0.00037422,0.00027534,0.00020727,0.29367441,0.00024130
79,674,0.06141826,0.00028469,2938.07739258,0.00035740,0.00027549,0.00022118,0.23839608,0.00024834
80,10811,0.98515249,0.00026867,2584.84643555,0.00032068,0.00026178,0.00022356,0.18446974,0.00024267
81,47867,4.36188089,0.00029654,2667.67724609,0.00036056,0.00029083,0.00023859,0.20692042,0.00026471
82,28413,2.58913493,0.00030779,2493.05566406,0.00037268,0.00030721,0.00024344,0.21253736,0.00027532
83,6149,0.56032769,0.00030312,2521.50854492,0.00039561,0.00028819,0.00022556,0.28293377,0.00025688
84,518,0.04720276,0.00029155,2254.79760742,0.00034995,0.00028480,0.00023991,0.19263150,0.00026235
85,16956,1.54511568,0.00026992,2728.24780273,0.00033941,0.00025902,0.00021133,0.23979214,0.00023518
86,1134,0.10333576,0.00026812,2796.30810547,0.00033863,0.00026854,0.00019719,0.26631436,0.00023287
87,1930,0.17587127,0.00028119,2686.53955078,0.00033913,0.00028134,0.00022309,0.20868821,0.00025221
88,2118,0.19300277,0.00026706,2652.44750977,0.00031363,0.00026497,0.00022258,0.17145911,0.00024377
89,30369,2.76737545,0.00028755,2081.86254883,0.00037539,0.00027442,0.00021531,0.27494898,0.00024486
90,1273,0.11600214,0.00030676,2807.81713867,0.00037723,0.00029805,0.00024498,0.21883459,0.00027152
