,runno:,N54776,atlas:,DB2_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,22918400,2088.43944896,0.00037822,1120.54882812,0.00050532,0.00033373,0.00026871,0.26709691,0.00030122
1,8718,0.79442784,0.00032861,2424.00854492,0.00038690,0.00033164,0.00026730,0.18444577,0.00029947
2,3776,0.34408804,0.00033076,2308.60400391,0.00038902,0.00033313,0.00027014,0.18164128,0.00030163
3,6040,0.55039507,0.00033950,2247.84252930,0.00039305,0.00034600,0.00027945,0.16933493,0.00031273
4,2177,0.19837915,0.00033528,2185.17480469,0.00039293,0.00034743,0.00026547,0.19181946,0.00030645
5,3442,0.31365229,0.00033317,2246.75976562,0.00039917,0.00031915,0.00028227,0.18017505,0.00030071
6,1504,0.13705202,0.00034564,2237.54418945,0.00041106,0.00033983,0.00029078,0.17233114,0.00031530
7,8665,0.78959822,0.00032562,2239.33032227,0.00039635,0.00031989,0.00026061,0.21197265,0.00029026
8,15876,1.44670067,0.00033619,2159.33447266,0.00039261,0.00033689,0.00027980,0.16890636,0.00030835
9,10172,0.92692361,0.00034053,2309.43798828,0.00040366,0.00032602,0.00029186,0.16797899,0.00030894
10,6767,0.61664295,0.00033934,2118.47021484,0.00038621,0.00033670,0.00029515,0.13644017,0.00031592
11,6948,0.63313658,0.00033557,2139.42407227,0.00038245,0.00033274,0.00029127,0.13876078,0.00031201
12,7105,0.64744320,0.00034188,2151.71191406,0.00039381,0.00033808,0.00029376,0.14800870,0.00031592
13,3212,0.29269353,0.00034507,2161.62133789,0.00040397,0.00034507,0.00028785,0.16886204,0.00031646
14,3812,0.34736854,0.00034435,2105.76684570,0.00039205,0.00034431,0.00029669,0.14157382,0.00032050
15,32717,2.98133698,0.00034929,2168.89208984,0.00040891,0.00033625,0.00030190,0.15761217,0.00031908
16,30271,2.75844520,0.00033590,2234.36865234,0.00039080,0.00033582,0.00027833,0.17044701,0.00030708
17,14807,1.34928804,0.00034590,2187.56909180,0.00040303,0.00034107,0.00029358,0.16068831,0.00031732
18,1391,0.12675489,0.00033851,2126.17333984,0.00038228,0.00033414,0.00029925,0.12608400,0.00031669
19,36153,3.29444252,0.00033995,2128.67529297,0.00039581,0.00033009,0.00029390,0.15421981,0.00031200
20,33809,3.08084549,0.00034346,2144.14697266,0.00040721,0.00034089,0.00028210,0.18155435,0.00031150
21,5872,0.53508606,0.00033999,2335.68579102,0.00040787,0.00032844,0.00028367,0.18520240,0.00030605
22,2620,0.23874753,0.00033274,2239.60668945,0.00037831,0.00032816,0.00029131,0.13328891,0.00030973
23,449,0.04091513,0.00033975,2118.46777344,0.00038428,0.00033447,0.00030049,0.12668280,0.00031748
24,3947,0.35967042,0.00034108,2076.96630859,0.00038867,0.00033648,0.00029798,0.13629766,0.00031723
25,40365,3.67826106,0.00033656,2095.73120117,0.00038860,0.00032820,0.00029267,0.14628948,0.00031043
26,7206,0.65664683,0.00034017,2079.07519531,0.00039093,0.00033435,0.00029533,0.14392333,0.00031484
