,runno:,N54781,atlas:,DB2_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,22888321,2085.69849976,0.00034547,1620.99743652,0.00047508,0.00030295,0.00024657,0.27479118,0.00027476
1,8475,0.77228447,0.00031241,3266.02319336,0.00036850,0.00031567,0.00025305,0.18711136,0.00028436
2,3700,0.33716254,0.00032397,3029.72534180,0.00038444,0.00032591,0.00026156,0.19179501,0.00029374
3,6141,0.55959869,0.00032405,3076.15966797,0.00037271,0.00032981,0.00026964,0.16003354,0.00029973
4,2284,0.20812952,0.00033422,2949.78466797,0.00038056,0.00033892,0.00028358,0.14714754,0.00031125
5,3185,0.29023316,0.00032620,2958.99316406,0.00038635,0.00031296,0.00027930,0.16976677,0.00029613
6,1579,0.14388639,0.00032817,2989.23706055,0.00038711,0.00032096,0.00027643,0.16919002,0.00029870
7,8280,0.75451509,0.00031842,2967.06762695,0.00038627,0.00031116,0.00025785,0.20619833,0.00028450
8,16199,1.47613405,0.00032718,2856.03417969,0.00038136,0.00032815,0.00027293,0.16543019,0.00030054
9,10363,0.94432849,0.00032814,3088.66748047,0.00038832,0.00031411,0.00028194,0.16527383,0.00029803
10,7368,0.67140908,0.00033055,2765.90258789,0.00038055,0.00032577,0.00028543,0.14672950,0.00030560
11,6826,0.62201932,0.00033167,2758.16284180,0.00037718,0.00032853,0.00028939,0.13561989,0.00030896
12,7859,0.71615146,0.00033226,2806.37084961,0.00038561,0.00032674,0.00028438,0.15334819,0.00030556
13,3069,0.27966266,0.00033828,2773.48437500,0.00039993,0.00033345,0.00028116,0.17827581,0.00030731
14,4154,0.37853330,0.00033890,2716.20581055,0.00038532,0.00033948,0.00029190,0.14068824,0.00031569
15,33295,3.03400724,0.00033829,2827.54614258,0.00039864,0.00032586,0.00029066,0.16295695,0.00030826
16,32767,2.98589323,0.00032970,2880.27880859,0.00038420,0.00032949,0.00027392,0.17039160,0.00030170
17,15255,1.39011204,0.00033747,2863.47778320,0.00039777,0.00033000,0.00028444,0.17070058,0.00030722
18,1407,0.12821289,0.00032533,2864.27001953,0.00036449,0.00032395,0.00028742,0.12155970,0.00030569
19,39218,3.57374068,0.00033233,2772.82055664,0.00038444,0.00032424,0.00028828,0.14895450,0.00030626
20,33907,3.08977574,0.00033302,2852.97949219,0.00039075,0.00032678,0.00028200,0.16626488,0.00030439
21,6140,0.55950757,0.00032528,3177.14941406,0.00038911,0.00031077,0.00027595,0.17808428,0.00029336
22,2435,0.22188940,0.00031635,3035.29956055,0.00035932,0.00031321,0.00027616,0.13506007,0.00029469
23,498,0.04538026,0.00032925,2795.63671875,0.00037282,0.00032766,0.00028726,0.13173708,0.00030746
24,3914,0.35666329,0.00033676,2649.63256836,0.00037958,0.00033417,0.00029645,0.12667182,0.00031531
25,41877,3.81604208,0.00033274,2673.29174805,0.00038452,0.00032486,0.00028876,0.14781113,0.00030681
26,7216,0.65755808,0.00033500,2690.85742188,0.00038335,0.00033034,0.00029133,0.14059991,0.00031083
27,18075,1.64708457,0.00033272,2705.14428711,0.00037904,0.00032962,0.00028940,0.13849549,0.00030951
28,17385,1.58420831,0.00033158,2740.65234375,0.00037768,0.00032433,0.00029299,0.13207000,0.00030866
29,14695,1.33908203,0.00033703,2683.22216797,0.00038592,0.00033080,0.00029437,0.13911566,0.00031258
30,898,0.08183026,0.00033187,2762.15698242,0.00037508,0.00032923,0.00029130,0.12946530,0.00031027
31,3907,0.35602542,0.00032400,2882.75268555,0.00036269,0.00032232,0.00028679,0.12042399,0.00030455
32,21829,1.98916786,0.00033422,2675.08178711,0.00037971,0.00033018,0.00029277,0.13255902,0.00031147
33,25590,2.33188903,0.00033498,2710.10766602,0.00037970,0.00033695,0.00028781,0.13903658,0.00031237
34,13414,1.22235090,0.00033271,2895.41821289,0.00038927,0.00032816,0.00028082,0.16453768,0.00030449
35,3052,0.27811353,0.00033131,2752.35644531,0.00037844,0.00032481,0.00029069,0.13581750,0.00030775
36,10105,0.92081823,0.00033801,2703.65258789,0.00038462,0.00033240,0.00029709,0.13277884,0.00031474
37,23463,2.13806613,0.00033752,2787.62695312,0.00039253,0.00033548,0.00028461,0.16095023,0.00031004
38,11547,1.05222050,0.00034127,2740.95922852,0.00039131,0.00033726,0.00029524,0.14374115,0.00031625
39,7097,0.64671420,0.00032952,2864.47460938,0.00037556,0.00032671,0.00028638,0.13821732,0.00030654
40,10746,0.97922937,0.00032545,2890.25634766,0.00037785,0.00032684,0.00027207,0.16369742,0.00029946
41,7292,0.66448358,0.00033805,2936.50952148,0.00041124,0.00032263,0.00028028,0.19759752,0.00030146
42,22450,2.04575649,0.00032937,2654.09497070,0.00039876,0.00032926,0.00027543,0.16480961,0.00030235
43,6737,0.61390920,0.00034478,2790.25390625,0.00039938,0.00033770,0.00029710,0.15102790,0.00031740
44,11205,1.02105575,0.00033351,2897.31079102,0.00038997,0.00032924,0.00028123,0.16675614,0.00030523
