,runno:,N54829,atlas:,DB2_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,23001953,2096.05321699,0.00034344,1440.97570801,0.00047770,0.00029692,0.00023469,0.28581646,0.00026580
1,8547,0.77884547,0.00030446,3100.24072266,0.00035501,0.00030783,0.00025055,0.17382821,0.00027919
2,3646,0.33224179,0.00031485,2889.56030273,0.00036745,0.00031567,0.00026142,0.17031467,0.00028855
3,6355,0.57909944,0.00031691,2935.27929688,0.00036311,0.00032197,0.00026564,0.15421669,0.00029380
4,2302,0.20976978,0.00032798,2858.20996094,0.00036943,0.00033135,0.00028282,0.13395140,0.00030708
5,2882,0.26262228,0.00031904,2781.90600586,0.00037501,0.00030734,0.00027478,0.16284662,0.00029106
6,1623,0.14789589,0.00031373,2908.13403320,0.00037195,0.00030666,0.00026769,0.16449949,0.00028717
7,8369,0.76262522,0.00030620,2855.68798828,0.00036651,0.00030028,0.00025194,0.19125921,0.00027611
8,15982,1.45635992,0.00031911,2728.94433594,0.00037306,0.00032038,0.00026519,0.17032564,0.00029278
9,10620,0.96774762,0.00031860,3009.36303711,0.00037559,0.00030506,0.00027517,0.16027664,0.00029011
10,6659,0.60680145,0.00032348,2608.77758789,0.00036818,0.00032159,0.00028045,0.13761617,0.00030102
11,6979,0.63596145,0.00031984,2632.27929688,0.00036177,0.00031754,0.00027922,0.13225770,0.00029838
12,7157,0.65218170,0.00032375,2654.61645508,0.00037266,0.00032230,0.00027621,0.15008533,0.00029925
13,2995,0.27291941,0.00032904,2683.66137695,0.00038630,0.00032465,0.00027607,0.17024018,0.00030036
14,4077,0.37151667,0.00033572,2572.08813477,0.00038132,0.00033514,0.00029069,0.13803841,0.00031291
15,32316,2.94479585,0.00033207,2720.63305664,0.00038908,0.00031943,0.00028603,0.15918045,0.00030273
16,31283,2.85066371,0.00031600,2780.41284180,0.00036506,0.00031873,0.00026134,0.16759375,0.00029004
17,14804,1.34901466,0.00033061,2728.02807617,0.00038693,0.00032332,0.00028154,0.16236743,0.00030243
18,1299,0.11837139,0.00031476,2739.34570312,0.00035191,0.00031299,0.00027920,0.11830473,0.00029610
19,36113,3.29079752,0.00032682,2614.49145508,0.00037906,0.00031750,0.00028388,0.15003756,0.00030069
20,33038,3.01058811,0.00033097,2710.22900391,0.00038523,0.00032487,0.00028266,0.15901327,0.00030377
21,5727,0.52187294,0.00031917,3015.76000977,0.00038000,0.00030596,0.00027155,0.17336075,0.00028875
22,2229,0.20311765,0.00030777,2867.96606445,0.00034580,0.00030607,0.00027174,0.12424394,0.00028890
23,488,0.04446901,0.00031711,2625.49267578,0.00035565,0.00031284,0.00028284,0.11755957,0.00029784
24,3780,0.34445254,0.00032644,2559.11303711,0.00036754,0.00032307,0.00028905,0.12388752,0.00030606
25,39030,3.55660917,0.00032247,2569.04296875,0.00037019,0.00031481,0.00028221,0.14034532,0.00029851
26,6756,0.61564057,0.00032561,2567.11596680,0.00037092,0.00032133,0.00028454,0.13589922,0.00030294
27,16716,1.52324568,0.00032443,2569.46997070,0.00037142,0.00032079,0.00028123,0.14224234,0.00030101
28,15191,1.38428004,0.00032196,2607.59130859,0.00036499,0.00031499,0.00028596,0.12749693,0.00030048
29,14453,1.31702978,0.00033130,2543.72705078,0.00037983,0.00032460,0.00028945,0.13956788,0.00030702
30,850,0.07745626,0.00032199,2651.38354492,0.00036239,0.00032175,0.00028182,0.12849584,0.00030179
31,3399,0.30973391,0.00031778,2732.76586914,0.00035427,0.00031640,0.00028258,0.11586941,0.00029949
32,20488,1.86696922,0.00032426,2557.25805664,0.00036459,0.00032124,0.00028621,0.12312803,0.00030372
33,24453,2.22827989,0.00032522,2573.48730469,0.00036594,0.00032978,0.00027896,0.13611911,0.00030437
34,12627,1.15063551,0.00032832,2687.00781250,0.00038450,0.00032569,0.00027488,0.16839941,0.00030028
35,2946,0.26845428,0.00032185,2622.08276367,0.00036413,0.00031647,0.00028495,0.12686510,0.00030071
36,9885,0.90077073,0.00032990,2540.00292969,0.00037607,0.00032241,0.00029131,0.13229561,0.00030686
37,24289,2.21333539,0.00032683,2605.17309570,0.00037799,0.00032344,0.00028000,0.15171769,0.00030172
38,11668,1.06324663,0.00033421,2588.46508789,0.00038411,0.00032830,0.00029021,0.14353606,0.00030926
39,7004,0.63823958,0.00031998,2728.58422852,0.00036220,0.00031942,0.00027881,0.13339613,0.00029912
40,10385,0.94633324,0.00031546,2739.50537109,0.00036421,0.00031883,0.00026440,0.16109592,0.00029161
41,7036,0.64115558,0.00033321,2782.68579102,0.00040250,0.00031928,0.00027786,0.19069462,0.00029857
42,21194,1.93130348,0.00031730,2456.94067383,0.00037682,0.00031373,0.00026609,0.15624247,0.00028991
43,7109,0.64780770,0.00032617,2727.30102539,0.00038044,0.00031952,0.00027837,0.16013069,0.00029894
44,10794,0.98360337,0.00032534,2716.21435547,0.00038527,0.00031923,0.00027135,0.17996097,0.00029529
45,3955,0.36039942,0.00032254,2709.22973633,0.00035528,0.00032146,0.00029155,0.10168102,0.00030651
46,5603,0.51057344,0.00032553,2747.58740234,0.00036514,0.00032523,0.00028642,0.12377878,0.00030582
47,1240,0.11299501,0.00033022,2741.56347656,0.00043677,0.00031592,0.00023798,0.29809970,0.00027695
48,468,0.04264651,0.00033252,2664.38452148,0.00043099,0.00031032,0.00025626,0.26488677,0.00028329
49,10024,0.91343711,0.00033682,2434.32812500,0.00042818,0.00031908,0.00026284,0.22364789,0.00029096
50,1381,0.12584364,0.00032915,2734.66552734,0.00044790,0.00029284,0.00024672,0.31227857,0.00026978
51,131989,12.02749906,0.00034108,2642.09130859,0.00041250,0.00033051,0.00028030,0.19868682,0.00030541
52,2219,0.20220640,0.00033826,2804.59252930,0.00038463,0.00033677,0.00029337,0.13962418,0.00031507
53,13216,1.20430814,0.00032510,2767.49780273,0.00038257,0.00032510,0.00026761,0.17891669,0.00029636
54,5692,0.51868356,0.00033567,2726.37939453,0.00039550,0.00033226,0.00027924,0.17343411,0.00030575
55,8598,0.78349284,0.00031617,2852.14428711,0.00037937,0.00031596,0.00025287,0.20529877,0.00028442
56,734,0.06688576,0.00031823,2801.61352539,0.00036900,0.00031813,0.00026756,0.16158588,0.00029285
57,250891,22.86244510,0.00033564,2756.71826172,0.00042186,0.00032136,0.00026415,0.23418903,0.00029276
58,1383,0.12602589,0.00032551,2574.24804688,0.00036977,0.00032438,0.00028325,0.13490857,0.00030381
59,47202,4.30128276,0.00029134,3096.23461914,0.00034759,0.00028533,0.00024053,0.18885876,0.00026293
60,28212,2.57081881,0.00030882,2843.72753906,0.00038186,0.00029544,0.00024937,0.20744720,0.00027241
61,1859,0.16940140,0.00028318,2851.64746094,0.00036004,0.00028532,0.00020419,0.27495614,0.00024476
62,30750,2.80209408,0.00030751,2962.22851562,0.00037636,0.00029882,0.00024734,0.21440889,0.00027308
63,9430,0.85930885,0.00028257,2712.49023438,0.00034957,0.00027610,0.00022206,0.22919355,0.00024908
64,119150,10.85754504,0.00031861,2618.80566406,0.00037566,0.00031256,0.00026761,0.17571419,0.00029008
65,58289,5.31158576,0.00033634,2654.62304688,0.00043010,0.00031696,0.00026202,0.23484521,0.00028949
66,20480,1.86624022,0.00032634,2742.10302734,0.00038044,0.00032299,0.00027559,0.16543224,0.00029929
67,2515,0.22917940,0.00028756,3268.00585938,0.00035868,0.00027749,0.00022650,0.23873301,0.00025200
68,7933,0.72289471,0.00029369,2879.09130859,0.00037236,0.00028584,0.00022287,0.25460717,0.00025435
69,19547,1.78122059,0.00028661,3093.29174805,0.00033815,0.00028471,0.00023698,0.18049566,0.00026085
70,3639,0.33160391,0.00027904,2784.25195312,0.00033031,0.00027648,0.00023032,0.18201125,0.00025340
71,1250,0.11390626,0.00027412,2932.79858398,0.00035746,0.00025967,0.00020523,0.28166780,0.00023245
72,46161,4.20642163,0.00028809,2961.56640625,0.00035680,0.00027950,0.00022796,0.22775538,0.00025373
73,15449,1.40779029,0.00029494,2595.99804688,0.00036786,0.00029290,0.00022405,0.24646258,0.00025848
74,1631,0.14862489,0.00029510,2878.44580078,0.00034738,0.00029494,0.00024298,0.17979398,0.00026896
75,2887,0.26307791,0.00029500,2696.84594727,0.00035996,0.00028878,0.00023626,0.21394090,0.00026252
76,4749,0.43275268,0.00029299,2719.30102539,0.00037564,0.00028050,0.00022282,0.26468724,0.00025166
77,9907,0.90277548,0.00027048,2817.96850586,0.00034587,0.00027734,0.00018823,0.28958255,0.00023279
78,10513,0.95799724,0.00027249,2793.62084961,0.00035821,0.00026294,0.00019633,0.29854676,0.00022964
79,715,0.06515438,0.00026869,3143.09082031,0.00033824,0.00025897,0.00020886,0.24235140,0.00023392
