,runno:,N54853,atlas:,BTBR_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,22941663,2090.55929009,0.00040083,1233.77844238,0.00053192,0.00036111,0.00029585,0.26963425,0.00032848
1,12712,1.15838114,0.00032450,2509.69458008,0.00038727,0.00032553,0.00026071,0.19573942,0.00029312
2,8439,0.76900397,0.00033252,2364.64746094,0.00038541,0.00033399,0.00027815,0.16342716,0.00030607
3,4635,0.42236443,0.00034407,2231.85327148,0.00039747,0.00035232,0.00028241,0.16952889,0.00031736
4,2185,0.19910815,0.00034324,2219.68994141,0.00039101,0.00035329,0.00028987,0.14546961,0.00032158
5,9500,0.86568760,0.00033168,2394.17358398,0.00039326,0.00033359,0.00027155,0.18335821,0.00030257
6,1005,0.09158064,0.00034559,2298.69653320,0.00040190,0.00035509,0.00027979,0.17748420,0.00031744
7,7500,0.68343758,0.00033581,2270.23217773,0.00039152,0.00034297,0.00027293,0.17683460,0.00030795
8,12955,1.18052452,0.00034215,2264.92944336,0.00039372,0.00035268,0.00028090,0.16732213,0.00031679
9,7842,0.71460234,0.00034075,2300.12451172,0.00041395,0.00032940,0.00027916,0.19711037,0.00030428
10,6768,0.61673407,0.00033933,2167.84472656,0.00038469,0.00033902,0.00029436,0.13459763,0.00031669
11,6903,0.62903595,0.00033825,2126.57763672,0.00038181,0.00033787,0.00029495,0.13020992,0.00031641
12,7873,0.71742721,0.00034274,2159.68627930,0.00039718,0.00033962,0.00029140,0.15563060,0.00031551
13,3341,0.30444866,0.00034216,2246.48632812,0.00039750,0.00034393,0.00028503,0.16642176,0.00031448
14,4061,0.37005867,0.00035015,2100.16674805,0.00039256,0.00035547,0.00030242,0.13176259,0.00032894
15,30006,2.73429708,0.00034929,2213.09619141,0.00040407,0.00034024,0.00030351,0.14698942,0.00032188
16,34728,3.16458938,0.00033768,2241.61889648,0.00039600,0.00034129,0.00027476,0.18330933,0.00030803
17,14592,1.32969616,0.00034494,2222.34545898,0.00040425,0.00034094,0.00028962,0.16933595,0.00031528
18,941,0.08574864,0.00033954,2112.97021484,0.00037585,0.00033772,0.00030368,0.10920562,0.00032070
19,28957,2.63870694,0.00034866,2080.99755859,0.00039399,0.00034350,0.00030853,0.12654534,0.00032601
20,30172,2.74942383,0.00034861,2134.96752930,0.00040360,0.00034669,0.00029630,0.15598564,0.00032150
21,4676,0.42610055,0.00033653,2398.33715820,0.00040891,0.00031543,0.00028524,0.19140346,0.00030034
22,1846,0.16821677,0.00033885,2183.59399414,0.00037839,0.00034017,0.00029697,0.12262245,0.00031857
23,574,0.05230576,0.00034812,2049.18408203,0.00039069,0.00034696,0.00030670,0.12269314,0.00032683
24,3792,0.34554604,0.00034242,2062.28295898,0.00037946,0.00034403,0.00030462,0.11212734,0.00032433
25,43127,3.92994834,0.00034630,2021.87145996,0.00039146,0.00034327,0.00030412,0.12937555,0.00032369
26,6528,0.59486407,0.00034633,2045.74108887,0.00038807,0.00034370,0.00030721,0.12009075,0.00032546
27,14664,1.33625716,0.00034680,2060.64575195,0.00038634,0.00034299,0.00031109,0.11201178,0.00032704
28,11725,1.06844075,0.00034597,2075.42285156,0.00038179,0.00034341,0.00031270,0.10312592,0.00032806
29,15673,1.42820230,0.00035022,2047.59838867,0.00039248,0.00034983,0.00030834,0.12287951,0.00032909
30,783,0.07135088,0.00034553,2075.56933594,0.00038760,0.00034362,0.00030536,0.12143875,0.00032449
31,3015,0.27474191,0.00034604,2079.92529297,0.00038280,0.00034603,0.00030929,0.10890775,0.00032766
32,22957,2.09195687,0.00034777,2041.62719727,0.00039027,0.00034731,0.00030571,0.12428951,0.00032651
33,30722,2.79954258,0.00034791,2065.03149414,0.00039529,0.00035600,0.00029228,0.15167107,0.00032414
34,14362,1.30873741,0.00033796,2215.31396484,0.00039605,0.00033562,0.00028268,0.16802916,0.00030915
35,2485,0.22644565,0.00034125,2089.36206055,0.00038356,0.00034028,0.00030038,0.12396443,0.00032033
36,9368,0.85365910,0.00034055,2090.99072266,0.00038109,0.00033796,0.00030227,0.11876036,0.00032011
