,runno:,N54855,atlas:,BTBR_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,22864637,2083.54029500,0.00037660,1447.31945801,0.00050147,0.00033322,0.00027050,0.27154270,0.00030186
1,12570,1.14544139,0.00031796,3008.05371094,0.00037478,0.00031798,0.00026111,0.17907979,0.00028955
2,8169,0.74440021,0.00033093,2798.37475586,0.00038155,0.00033165,0.00027960,0.15750162,0.00030562
3,5130,0.46747131,0.00033844,2693.25195312,0.00038617,0.00034451,0.00028463,0.15088813,0.00031457
4,2243,0.20439340,0.00032493,2835.14257812,0.00036609,0.00033103,0.00027879,0.13529354,0.00030491
5,9277,0.84536673,0.00032176,2828.84399414,0.00038360,0.00032227,0.00026299,0.18559198,0.00029263
6,771,0.07025738,0.00034986,2649.98193359,0.00041136,0.00035703,0.00028119,0.18682651,0.00031911
7,7955,0.72489946,0.00033031,2679.57055664,0.00038415,0.00033296,0.00027384,0.16729002,0.00030340
8,12740,1.16093264,0.00033395,2702.03833008,0.00038319,0.00034401,0.00027515,0.16508874,0.00030958
9,8767,0.79889297,0.00033791,2725.98364258,0.00041468,0.00033181,0.00026843,0.20667499,0.00030012
10,6706,0.61108432,0.00033918,2512.61303711,0.00038678,0.00033714,0.00029361,0.13895543,0.00031538
11,6641,0.60516120,0.00033704,2461.03417969,0.00037810,0.00033654,0.00029632,0.12261874,0.00031643
12,7263,0.66184095,0.00033833,2565.33544922,0.00039001,0.00033347,0.00029151,0.14657119,0.00031249
13,3571,0.32540741,0.00033889,2661.92895508,0.00039442,0.00033781,0.00028444,0.16382490,0.00031112
14,4101,0.37370367,0.00034866,2449.31811523,0.00039327,0.00035217,0.00030053,0.13511635,0.00032635
15,31848,2.90214935,0.00034467,2627.70996094,0.00040230,0.00033436,0.00029719,0.15540005,0.00031577
16,34549,3.14827800,0.00033388,2659.65771484,0.00039195,0.00033760,0.00027135,0.18440907,0.00030447
17,15644,1.42555967,0.00034250,2608.99877930,0.00040013,0.00033737,0.00029000,0.16454807,0.00031368
18,1002,0.09130726,0.00034364,2463.57592773,0.00038053,0.00034299,0.00030741,0.10910912,0.00032520
19,29215,2.66221719,0.00034616,2460.01147461,0.00039286,0.00033946,0.00030621,0.12940843,0.00032284
20,30115,2.74422970,0.00034151,2585.92871094,0.00039546,0.00033724,0.00029260,0.15260912,0.00031492
21,4735,0.43147693,0.00032966,2862.86547852,0.00039428,0.00031214,0.00028255,0.17512117,0.00029735
22,1841,0.16776114,0.00034161,2546.77246094,0.00038110,0.00034379,0.00029994,0.12164571,0.00032187
23,613,0.05585963,0.00034092,2447.35620117,0.00038099,0.00033920,0.00030257,0.11721152,0.00032089
24,3853,0.35110467,0.00034324,2402.37866211,0.00038145,0.00034161,0.00030656,0.11158089,0.00032409
25,41593,3.79016258,0.00034414,2386.45214844,0.00038972,0.00033927,0.00030349,0.12867038,0.00032138
26,6716,0.61199557,0.00034462,2396.94116211,0.00038616,0.00034150,0.00030620,0.11983503,0.00032385
27,14283,1.30153853,0.00034499,2421.06298828,0.00038599,0.00034133,0.00030765,0.11753060,0.00032449
28,12196,1.11136063,0.00034455,2441.26684570,0.00038292,0.00034156,0.00030923,0.11073553,0.00032540
29,14982,1.36523491,0.00034346,2446.59887695,0.00038430,0.00034281,0.00030326,0.12103896,0.00032303
30,744,0.06779701,0.00034892,2423.06054688,0.00038914,0.00034535,0.00031226,0.11278638,0.00032880
31,3179,0.28968641,0.00034549,2467.95727539,0.00038156,0.00034596,0.00030894,0.10747546,0.00032745
32,23319,2.12494413,0.00034104,2437.64135742,0.00038202,0.00033913,0.00030197,0.11984465,0.00032055
33,30832,2.80956633,0.00034033,2484.19482422,0.00038557,0.00034712,0.00028826,0.14618762,0.00031769
34,13243,1.20676852,0.00033432,2625.70019531,0.00038771,0.00033251,0.00028288,0.15784386,0.00030769
35,2713,0.24722215,0.00034242,2453.13085938,0.00038492,0.00034051,0.00030207,0.12263653,0.00032129
36,9529,0.86833023,0.00033919,2445.11914062,0.00037828,0.00033692,0.00030226,0.11502311,0.00031959
37,18645,1.69902583,0.00033877,2465.21655273,0.00038738,0.00034019,0.00028964,0.14679936,0.00031491
38,12458,1.13523539,0.00034088,2513.49243164,0.00038317,0.00034048,0.00029931,0.12517664,0.00031990
39,4929,0.44915518,0.00033825,2531.41967773,0.00037977,0.00034242,0.00029278,0.13227469,0.00031760
40,8244,0.75123459,0.00033057,2591.03076172,0.00038099,0.00034267,0.00026887,0.17594242,0.00030577
41,7739,0.70521646,0.00033315,2781.80712891,0.00039815,0.00031679,0.00028452,0.17602915,0.00030065
