,runno:,N54883,atlas:,CAST_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,23454336,2137.27662278,0.00034286,1574.30187988,0.00047068,0.00030157,0.00024537,0.27589735,0.00027347
1,6808,0.62037907,0.00031874,2941.66503906,0.00036950,0.00032170,0.00026501,0.16720098,0.00029335
2,3107,0.28312541,0.00032528,2771.99926758,0.00037786,0.00032895,0.00026903,0.17126374,0.00029899
3,5824,0.53071206,0.00033152,2701.60400391,0.00037666,0.00034260,0.00027530,0.15665911,0.00030895
4,1926,0.17550677,0.00033791,2600.82104492,0.00037931,0.00034710,0.00028711,0.14154720,0.00031710
5,1827,0.16648539,0.00032988,2632.37866211,0.00039515,0.00032070,0.00027377,0.18750799,0.00029723
6,1218,0.11099026,0.00032556,2677.90625000,0.00039232,0.00032248,0.00026138,0.19929847,0.00029193
7,6290,0.57317632,0.00032054,2742.19897461,0.00038480,0.00031548,0.00026134,0.19765334,0.00028841
8,12199,1.11163401,0.00031884,2681.53491211,0.00037167,0.00032477,0.00025882,0.17985979,0.00029180
9,8844,0.80590960,0.00033247,2758.08886719,0.00039101,0.00032240,0.00028401,0.16323620,0.00030321
10,6244,0.56898457,0.00033364,2573.73095703,0.00038065,0.00032660,0.00029351,0.13372362,0.00031005
11,7112,0.64808108,0.00032878,2584.44116211,0.00037881,0.00032329,0.00028413,0.14713192,0.00030372
12,5820,0.53034756,0.00033530,2618.07495117,0.00037907,0.00032929,0.00029756,0.12382661,0.00031342
13,3624,0.33023704,0.00035413,2450.95043945,0.00043237,0.00035436,0.00028424,0.20015967,0.00031930
14,4985,0.45425818,0.00034417,2459.48657227,0.00039276,0.00034978,0.00028997,0.15220791,0.00031987
15,32438,2.95591310,0.00034615,2557.02392578,0.00041325,0.00032978,0.00029225,0.17993033,0.00031102
16,33506,3.05323461,0.00033179,2683.02099609,0.00039074,0.00033039,0.00027169,0.18329741,0.00030104
17,13210,1.20376139,0.00034286,2598.31152344,0.00041756,0.00032998,0.00028105,0.20366892,0.00030551
18,1027,0.09358539,0.00032300,2676.37060547,0.00036055,0.00031929,0.00028825,0.11529180,0.00030377
19,33413,3.04475999,0.00033938,2525.79028320,0.00039739,0.00033120,0.00028956,0.16329814,0.00031038
20,29806,2.71607207,0.00033794,2579.00585938,0.00040136,0.00033233,0.00027874,0.18546636,0.00030553
21,6842,0.62347732,0.00032487,2869.02319336,0.00038835,0.00031223,0.00027402,0.17984918,0.00029312
22,2328,0.21213903,0.00031462,2850.54882812,0.00035902,0.00031135,0.00027351,0.14041141,0.00029243
23,512,0.04665601,0.00032714,2628.98632812,0.00036120,0.00032907,0.00029116,0.10993887,0.00031011
24,3680,0.33534004,0.00033433,2524.79248047,0.00037287,0.00033252,0.00029776,0.11565550,0.00031514
25,35262,3.21325013,0.00033627,2464.59326172,0.00038296,0.00033096,0.00029476,0.13496804,0.00031286
26,6048,0.55112407,0.00033824,2458.51855469,0.00038718,0.00033478,0.00029278,0.14304346,0.00031378
27,15987,1.45681555,0.00033722,2460.64965820,0.00038866,0.00033305,0.00028992,0.15047656,0.00031149
28,12287,1.11965301,0.00033566,2520.44116211,0.00038740,0.00032678,0.00029272,0.14600281,0.00030975
29,15679,1.42874905,0.00034089,2444.01855469,0.00039026,0.00034171,0.00029070,0.14944723,0.00031620
30,716,0.06524551,0.00033304,2567.62280273,0.00037557,0.00032836,0.00029520,0.12355260,0.00031178
31,3010,0.27428628,0.00032566,2650.08471680,0.00036376,0.00032355,0.00028984,0.11678243,0.00030669
32,17481,1.59295631,0.00033635,2465.03491211,0.00038161,0.00033343,0.00029342,0.13394341,0.00031343
33,26009,2.37007041,0.00033385,2567.69726562,0.00037726,0.00033442,0.00028880,0.13520512,0.00031161
34,9789,0.89202273,0.00033278,2693.10009766,0.00038380,0.00032833,0.00028591,0.14841285,0.00030712
35,3022,0.27537978,0.00032811,2618.42260742,0.00036196,0.00033090,0.00029147,0.11129928,0.00031118
36,9807,0.89366298,0.00033465,2544.16918945,0.00037181,0.00033254,0.00029965,0.11238118,0.00031610
37,19671,1.79252009,0.00032936,2583.30444336,0.00037478,0.00033429,0.00028042,0.14657122,0.00030736
38,11010,1.00328637,0.00033757,2584.53027344,0.00037789,0.00033774,0.00029709,0.12272348,0.00031741
39,5565,0.50711069,0.00031515,2845.58154297,0.00035662,0.00031438,0.00027393,0.13511731,0.00029416
40,8875,0.80873447,0.00031677,2811.45190430,0.00036738,0.00032143,0.00026147,0.16936071,0.00029145
41,6624,0.60361207,0.00033900,2665.85424805,0.00042536,0.00032437,0.00026726,0.23517758,0.00029582
42,23061,2.10143388,0.00033081,2577.33569336,0.00039177,0.00032836,0.00028263,0.15302807,0.00030550
43,6247,0.56925794,0.00033970,2734.58886719,0.00040338,0.00032900,0.00028665,0.17513816,0.00030782
44,9784,0.89156711,0.00034053,2673.20361328,0.00041938,0.00032336,0.00027886,0.21117589,0.00030111
45,3743,0.34108092,0.00032976,2751.69409180,0.00036991,0.00032853,0.00029085,0.12068677,0.00030969
46,5320,0.48478506,0.00033639,2771.60815430,0.00038341,0.00033601,0.00028974,0.14119224,0.00031288
