,runno:,N54817,atlas:,BTBR_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,22900191,2086.78015364,0.00038401,1522.83959961,0.00051263,0.00033798,0.00027724,0.27236199,0.00030761
1,13065,1.19054827,0.00032282,3112.14990234,0.00037866,0.00032496,0.00026483,0.17775880,0.00029490
2,9031,0.82294997,0.00033382,2919.83886719,0.00038181,0.00033564,0.00028402,0.14942656,0.00030983
3,4851,0.44204743,0.00034442,2758.37646484,0.00039309,0.00034993,0.00029023,0.15055524,0.00032008
4,2297,0.20931415,0.00033439,2812.47607422,0.00038043,0.00034187,0.00028362,0.14978345,0.00031274
5,9470,0.86295385,0.00033763,2891.34692383,0.00039773,0.00033762,0.00027993,0.17556648,0.00030878
6,765,0.06971063,0.00035219,2809.24877930,0.00040993,0.00035836,0.00028827,0.17244412,0.00032332
7,7328,0.66776408,0.00034041,2726.63134766,0.00039630,0.00034234,0.00028258,0.16690728,0.00031246
8,12917,1.17706177,0.00033470,2869.31445312,0.00038500,0.00034154,0.00027799,0.16319488,0.00030976
9,8198,0.74704284,0.00033682,2798.63159180,0.00040303,0.00032420,0.00028274,0.17851993,0.00030347
10,7001,0.63796620,0.00034208,2594.98779297,0.00038780,0.00034081,0.00029765,0.13337244,0.00031923
11,7038,0.64133783,0.00034151,2534.32763672,0.00038396,0.00034009,0.00030070,0.12285184,0.00032039
12,7586,0.69127433,0.00034457,2607.38647461,0.00039865,0.00034190,0.00029317,0.15446395,0.00031753
13,3781,0.34454367,0.00034022,2765.22094727,0.00039198,0.00033919,0.00028948,0.15246044,0.00031434
14,4337,0.39520917,0.00034871,2591.73583984,0.00038991,0.00035028,0.00030574,0.12255280,0.00032801
15,29987,2.73256570,0.00034748,2742.62646484,0.00040341,0.00033494,0.00030390,0.14678279,0.00031942
16,36135,3.29280227,0.00033064,2793.83422852,0.00038453,0.00033420,0.00027241,0.17326671,0.00030331
17,15692,1.42993367,0.00034331,2715.81054688,0.00039912,0.00033780,0.00029301,0.15797290,0.00031541
18,1039,0.09467889,0.00034548,2497.08422852,0.00038277,0.00034184,0.00031269,0.10374485,0.00032726
19,28418,2.58959056,0.00034978,2555.58178711,0.00039491,0.00034329,0.00031117,0.12355897,0.00032723
20,30342,2.76491508,0.00034148,2661.82617188,0.00039531,0.00033720,0.00029255,0.15282202,0.00031487
21,4795,0.43694443,0.00033349,2945.74853516,0.00039948,0.00031491,0.00028608,0.17677374,0.00030050
22,1966,0.17915177,0.00034538,2598.24853516,0.00038477,0.00034404,0.00030720,0.11502226,0.00032562
23,594,0.05412826,0.00034990,2461.37255859,0.00039349,0.00034628,0.00030994,0.12113129,0.00032811
24,4088,0.37251904,0.00034941,2477.85498047,0.00038267,0.00034893,0.00031680,0.09660144,0.00033287
25,42498,3.87263071,0.00034715,2480.72949219,0.00039182,0.00034318,0.00030631,0.12629679,0.00032474
26,6573,0.59896470,0.00035110,2483.15625000,0.00039351,0.00034772,0.00031203,0.11921553,0.00032988
27,14767,1.34564304,0.00035012,2506.15258789,0.00039061,0.00034623,0.00031352,0.11363547,0.00032988
28,12736,1.16056814,0.00034923,2535.24291992,0.00038571,0.00034543,0.00031654,0.10235912,0.00033098
29,16185,1.47485830,0.00034549,2569.85278320,0.00038667,0.00034369,0.00030611,0.11917446,0.00032490
30,796,0.07253551,0.00035029,2525.46582031,0.00039051,0.00034600,0.00031436,0.11124754,0.00033018
31,3017,0.27492416,0.00034860,2538.60522461,0.00038456,0.00034696,0.00031464,0.10228872,0.00033080
32,23239,2.11765413,0.00034274,2548.87768555,0.00038605,0.00034068,0.00030145,0.12571639,0.00032107
33,31856,2.90287835,0.00034397,2547.29077148,0.00039061,0.00035139,0.00028990,0.15031743,0.00032065
34,12512,1.14015614,0.00033833,2732.14257812,0.00039518,0.00033710,0.00028302,0.16673654,0.00031006
