,runno:,N54890,atlas:,CAST_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,23792794,2168.11861171,0.00032093,1608.51611328,0.00044731,0.00028519,0.00022279,0.27866006,0.00025399
1,6665,0.60734820,0.00032348,3168.20800781,0.00038284,0.00032825,0.00025936,0.19512816,0.00029380
2,2909,0.26508266,0.00032943,3022.34472656,0.00039214,0.00033537,0.00026077,0.20395637,0.00029807
3,5735,0.52260194,0.00033660,2918.94531250,0.00038958,0.00034749,0.00027274,0.17746836,0.00031011
4,2023,0.18434590,0.00033343,2912.53540039,0.00038129,0.00034281,0.00027670,0.16006532,0.00030975
5,1729,0.15755514,0.00033244,2873.99731445,0.00040326,0.00032505,0.00026900,0.20556065,0.00029702
6,1178,0.10734526,0.00032148,2823.57763672,0.00039564,0.00033092,0.00023817,0.24285264,0.00028455
7,6479,0.59039895,0.00032570,2973.38330078,0.00039914,0.00032394,0.00025401,0.22610976,0.00028898
8,11826,1.07764438,0.00032369,2883.82080078,0.00038539,0.00032966,0.00025687,0.19750683,0.00029327
9,8289,0.75533522,0.00033386,3023.46069336,0.00038999,0.00032878,0.00028284,0.16293228,0.00030581
10,5550,0.50574381,0.00033107,2851.53222656,0.00038914,0.00032018,0.00028304,0.16340937,0.00030161
11,6480,0.59049007,0.00032785,2870.86303711,0.00038819,0.00031942,0.00027594,0.17386779,0.00029768
12,5042,0.45945230,0.00033686,2862.07836914,0.00039306,0.00032630,0.00029122,0.15380397,0.00030876
13,3050,0.27793128,0.00033918,2783.98803711,0.00042125,0.00033124,0.00026495,0.23218787,0.00029810
14,4244,0.38673455,0.00034504,2709.94848633,0.00039996,0.00034839,0.00028677,0.16591263,0.00031758
15,31590,2.87863909,0.00033808,2844.18066406,0.00040781,0.00032544,0.00028163,0.18980609,0.00030353
16,28984,2.64116731,0.00033060,2892.38769531,0.00039869,0.00032772,0.00026414,0.20695038,0.00029593
17,11845,1.07937575,0.00034355,2834.19726562,0.00043089,0.00032327,0.00027649,0.23081928,0.00029988
18,977,0.08902914,0.00033529,2775.48583984,0.00037777,0.00033305,0.00029531,0.12595393,0.00031418
19,31436,2.86460584,0.00033767,2769.72216797,0.00039523,0.00033236,0.00028580,0.16527894,0.00030908
20,28521,2.59897643,0.00033832,2790.06323242,0.00040243,0.00034177,0.00027108,0.19322464,0.00030643
21,6204,0.56533957,0.00033136,3071.18994141,0.00040006,0.00031753,0.00027649,0.19089420,0.00029701
22,1885,0.17177065,0.00032965,2948.92480469,0.00038427,0.00032235,0.00028233,0.16001898,0.00030234
23,457,0.04164413,0.00034069,2760.35302734,0.00038017,0.00034321,0.00029867,0.12287092,0.00032094
24,3129,0.28513016,0.00033824,2763.43139648,0.00038355,0.00033441,0.00029675,0.13225330,0.00031558
25,31977,2.91390447,0.00033751,2700.15649414,0.00038963,0.00033179,0.00029100,0.14977334,0.00031139
26,5453,0.49690468,0.00033902,2700.39038086,0.00038839,0.00033620,0.00029249,0.14539073,0.00031434
27,14984,1.36541716,0.00033657,2710.75244141,0.00038891,0.00033369,0.00028711,0.15491241,0.00031040
28,11276,1.02752562,0.00033693,2749.81909180,0.00038890,0.00032927,0.00029262,0.14753468,0.00031094
29,13378,1.21907040,0.00034220,2695.55688477,0.00039558,0.00034218,0.00028886,0.15878519,0.00031552
30,669,0.06096263,0.00034003,2789.00439453,0.00038222,0.00033552,0.00030234,0.12002759,0.00031893
31,2682,0.24439728,0.00033826,2818.87207031,0.00037951,0.00033828,0.00029699,0.12499661,0.00031763
32,16166,1.47312693,0.00033835,2728.36132812,0.00038899,0.00033479,0.00029124,0.14650266,0.00031302
33,24544,2.23657227,0.00033659,2787.14331055,0.00038746,0.00033473,0.00028728,0.15054695,0.00031101
34,9502,0.86586985,0.00033413,2927.29028320,0.00039803,0.00032636,0.00027787,0.18129249,0.00030212
35,2812,0.25624353,0.00034010,2768.13012695,0.00038004,0.00034367,0.00029658,0.12721361,0.00032013
36,8544,0.77857209,0.00033772,2765.55737305,0.00037956,0.00033668,0.00029692,0.12668613,0.00031680
37,18661,1.70048383,0.00033229,2889.99829102,0.00038143,0.00033620,0.00027958,0.15780491,0.00030789
38,10595,0.96546949,0.00033978,2814.35620117,0.00039451,0.00033500,0.00028973,0.15688051,0.00031236
39,5253,0.47867968,0.00033500,2892.36425781,0.00038566,0.00033295,0.00028638,0.15147999,0.00030967
40,8345,0.76043822,0.00032800,3047.08520508,0.00038543,0.00033106,0.00026751,0.18246862,0.00029928
41,5799,0.52843394,0.00034215,2900.62036133,0.00043650,0.00032297,0.00026699,0.25061601,0.00029498
