,runno:,N54813,atlas:,BTBR_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,23012408,2097.00592898,0.00038750,1471.39831543,0.00052701,0.00033883,0.00027253,0.28700110,0.00030568
1,11747,1.07044550,0.00032454,2974.28857422,0.00038141,0.00032545,0.00026675,0.17675486,0.00029610
2,8298,0.75615534,0.00033573,2783.71411133,0.00038693,0.00033625,0.00028400,0.15614735,0.00031013
3,5304,0.48332706,0.00034200,2660.29541016,0.00039191,0.00034729,0.00028680,0.15509319,0.00031704
4,2009,0.18307015,0.00034549,2619.11596680,0.00039027,0.00035217,0.00029465,0.14046416,0.00032341
5,9095,0.82878197,0.00032385,2753.80151367,0.00038329,0.00031994,0.00027095,0.17341068,0.00029544
6,737,0.06715913,0.00034970,2626.71679688,0.00041244,0.00035638,0.00028029,0.18911132,0.00031834
7,7184,0.65464208,0.00033544,2636.37768555,0.00038772,0.00033919,0.00027947,0.16210009,0.00030933
8,11829,1.07791775,0.00033643,2742.89257812,0.00038573,0.00034437,0.00028007,0.15886120,0.00031222
9,8198,0.74704284,0.00034535,2746.15478516,0.00041039,0.00033184,0.00029381,0.17181246,0.00031283
10,7132,0.64990358,0.00033673,2610.44018555,0.00038183,0.00033363,0.00029458,0.13173640,0.00031411
11,6924,0.63094958,0.00033703,2568.44165039,0.00038104,0.00033309,0.00029715,0.12616986,0.00031512
12,7558,0.68872283,0.00033822,2608.69628906,0.00038754,0.00033548,0.00029163,0.14319468,0.00031356
13,3602,0.32823229,0.00033810,2727.56396484,0.00039203,0.00033922,0.00028304,0.16229673,0.00031113
14,4081,0.37188117,0.00034409,2561.13916016,0.00038611,0.00034530,0.00030086,0.12631676,0.00032308
15,30299,2.76099670,0.00034093,2698.52490234,0.00039492,0.00032916,0.00029867,0.14439470,0.00031391
16,34675,3.15975975,0.00033455,2687.63964844,0.00038990,0.00033835,0.00027437,0.17605983,0.00030636
17,15433,1.40633229,0.00034255,2656.70800781,0.00040055,0.00033662,0.00029047,0.16421618,0.00031355
18,1017,0.09267414,0.00033974,2478.01684570,0.00037477,0.00033944,0.00030512,0.10480229,0.00032228
19,27545,2.51003842,0.00034423,2496.64208984,0.00038958,0.00033754,0.00030549,0.12601614,0.00032152
20,29402,2.67925757,0.00034543,2545.95605469,0.00039927,0.00034053,0.00029698,0.15091036,0.00031875
21,4820,0.43922255,0.00033115,2896.26342773,0.00039848,0.00031190,0.00028308,0.18108858,0.00029749
22,1903,0.17341090,0.00034179,2558.78149414,0.00038215,0.00034059,0.00030294,0.11833029,0.00032176
23,558,0.05084776,0.00033950,2444.92773438,0.00037606,0.00033881,0.00030199,0.10940003,0.00032040
24,3881,0.35365617,0.00034771,2406.32690430,0.00038312,0.00034624,0.00031387,0.10148768,0.00033006
25,41419,3.77430682,0.00034094,2473.12719727,0.00038434,0.00033682,0.00030152,0.12418790,0.00031917
26,6942,0.63258983,0.00034009,2470.97290039,0.00038227,0.00033719,0.00030122,0.12202051,0.00031920
27,14213,1.29515978,0.00033989,2490.69238281,0.00038053,0.00033531,0.00030381,0.11624002,0.00031956
28,12079,1.10069901,0.00034087,2477.59985352,0.00037885,0.00033748,0.00030663,0.10891707,0.00032205
29,14772,1.34609866,0.00034167,2522.28222656,0.00038253,0.00033980,0.00030268,0.11962623,0.00032124
30,673,0.06132713,0.00034541,2467.95092773,0.00038923,0.00033966,0.00030733,0.12072999,0.00032349
31,2935,0.26745191,0.00034330,2498.42602539,0.00037865,0.00034249,0.00030901,0.10330927,0.00032575
32,22832,2.08056625,0.00033708,2550.77172852,0.00037630,0.00033505,0.00029987,0.11561260,0.00031746
33,28984,2.64116731,0.00033826,2546.68627930,0.00038220,0.00034459,0.00028799,0.14252597,0.00031629
34,12676,1.15510064,0.00033740,2661.88256836,0.00039498,0.00033478,0.00028271,0.16773419,0.00030874
35,2600,0.23692503,0.00034532,2475.19067383,0.00038612,0.00034440,0.00030647,0.11652645,0.00032543
36,8449,0.76991522,0.00034509,2472.86010742,0.00038520,0.00034340,0.00030665,0.11613955,0.00032502
37,17223,1.56944606,0.00034173,2562.19116211,0.00038807,0.00034519,0.00029194,0.14375862,0.00031856
38,11836,1.07855563,0.00034621,2544.01049805,0.00039122,0.00034359,0.00030426,0.12738161,0.00032392
39,4887,0.44532793,0.00034476,2514.91699219,0.00038814,0.00034879,0.00029767,0.13399047,0.00032323
40,7672,0.69911108,0.00033797,2518.06811523,0.00038768,0.00034996,0.00027665,0.16835535,0.00031331
41,7534,0.68653583,0.00033471,2827.89257812,0.00040499,0.00031573,0.00028340,0.18733695,0.00029957
42,19826,1.80664447,0.00032717,2855.07202148,0.00038521,0.00032195,0.00027635,0.16562699,0.00029915
43,6110,0.55677382,0.00034386,2675.70532227,0.00042118,0.00032817,0.00028215,0.20580845,0.00030516
44,9788,0.89193161,0.00033844,2707.93164062,0.00042142,0.00032411,0.00026975,0.22613455,0.00029693
45,2968,0.27045903,0.00033155,2757.68481445,0.00037876,0.00032528,0.00029085,0.13822094,0.00030807
46,5499,0.50109643,0.00033935,2715.05639648,0.00039980,0.00033185,0.00028639,0.17168146,0.00030912
47,1156,0.10534051,0.00034994,2638.07519531,0.00045748,0.00033812,0.00025423,0.28793886,0.00029617
48,444,0.04045950,0.00034611,2557.99316406,0.00045617,0.00031731,0.00026485,0.28097057,0.00029108
49,8814,0.80317585,0.00034060,2638.16723633,0.00042886,0.00032749,0.00026545,0.22834770,0.00029647
50,1471,0.13404489,0.00035327,2584.43383789,0.00049398,0.00030849,0.00025734,0.34174263,0.00028292
51,123732,11.27507984,0.00034689,2644.99877930,0.00042199,0.00033642,0.00028233,0.20582552,0.00030937
52,2702,0.24621978,0.00034083,2807.16406250,0.00039008,0.00033905,0.00029337,0.14558963,0.00031621
53,11580,1.05522763,0.00033091,2794.78027344,0.00039153,0.00033096,0.00027034,0.18649259,0.00030065
54,4673,0.42582718,0.00033678,2837.86035156,0.00039601,0.00033326,0.00028107,0.17004687,0.00030717
55,8063,0.73474096,0.00032547,2866.63549805,0.00040577,0.00031637,0.00025435,0.23734552,0.00028536
56,613,0.05585963,0.00033045,2911.76538086,0.00039349,0.00032589,0.00027196,0.18314040,0.00029893
57,261877,23.86354447,0.00034517,2772.39624023,0.00042905,0.00033117,0.00027495,0.22629246,0.00030306
58,1187,0.10816539,0.00034002,2674.70947266,0.00039929,0.00033446,0.00028632,0.16765983,0.00031039
59,48279,4.39942440,0.00028680,3227.72460938,0.00033814,0.00028126,0.00024080,0.17486821,0.00026103
60,25027,2.28058565,0.00030433,3059.79370117,0.00036917,0.00029498,0.00024856,0.20073354,0.00027177
61,1678,0.15290777,0.00029151,2814.21435547,0.00036520,0.00029442,0.00021492,0.25675970,0.00025467
62,35000,3.18937538,0.00031290,3012.33520508,0.00039038,0.00030083,0.00024748,0.23423789,0.00027416
63,8569,0.78085022,0.00029118,2727.16918945,0.00036074,0.00028650,0.00022631,0.23366372,0.00025641
64,106805,9.73260679,0.00032872,2573.08129883,0.00039042,0.00032246,0.00027328,0.18434443,0.00029787
65,51235,4.66878993,0.00032997,2855.87011719,0.00040105,0.00031977,0.00026910,0.20118785,0.00029444
66,19813,1.80545984,0.00033251,2749.04711914,0.00038891,0.00032956,0.00027908,0.16891824,0.00030432
67,2736,0.24931803,0.00030359,3120.25000000,0.00038115,0.00029041,0.00023920,0.24164571,0.00026480
68,6823,0.62174595,0.00030340,2941.36010742,0.00038511,0.00029332,0.00023175,0.25360304,0.00026254
69,23077,2.10289188,0.00028456,3191.91015625,0.00033085,0.00028251,0.00024032,0.16287005,0.00026141
70,4524,0.41224955,0.00029164,2711.06616211,0.00034851,0.00029014,0.00023626,0.19537312,0.00026320
71,1550,0.14124377,0.00027840,2902.59106445,0.00036710,0.00025812,0.00020997,0.28937379,0.00023405
72,45371,4.13443287,0.00029827,2926.30615234,0.00036750,0.00028932,0.00023798,0.22163790,0.00026365
73,18088,1.64826920,0.00031063,2542.93554688,0.00038231,0.00030868,0.00024089,0.23141268,0.00027478
74,1318,0.12010276,0.00030936,2740.18701172,0.00037231,0.00031125,0.00024453,0.20709765,0.00027789
75,2951,0.26890991,0.00030653,2701.93823242,0.00037275,0.00029915,0.00024768,0.20878005,0.00027342
76,4564,0.41589455,0.00030511,2670.06884766,0.00039805,0.00029167,0.00022560,0.28390938,0.00025863
77,9165,0.83516072,0.00028125,2747.19116211,0.00035979,0.00028364,0.00020031,0.28139704,0.00024198
78,9676,0.88172561,0.00029007,2726.47290039,0.00037889,0.00028028,0.00021103,0.29145968,0.00024566
79,725,0.06606563,0.00028608,3107.38891602,0.00036105,0.00027161,0.00022557,0.23848635,0.00024859
80,11129,1.01413025,0.00026894,2768.37036133,0.00031998,0.00026100,0.00022583,0.17928223,0.00024341
81,48293,4.40070015,0.00029622,2847.87744141,0.00035768,0.00029097,0.00023990,0.20059006,0.00026543
82,29932,2.72755383,0.00029874,2803.42236328,0.00035794,0.00030179,0.00023721,0.20075698,0.00026950
83,6567,0.59841795,0.00030270,2690.54541016,0.00039653,0.00028439,0.00022718,0.28383839,0.00025579
84,531,0.04838738,0.00029530,2379.72485352,0.00035607,0.00028489,0.00024495,0.19326870,0.00026492
85,17496,1.59432319,0.00026948,2940.12060547,0.00033699,0.00025923,0.00021222,0.23383871,0.00023572
86,1141,0.10397364,0.00027023,2961.89648438,0.00034234,0.00026693,0.00020141,0.26338771,0.00023417
87,1991,0.18142990,0.00027252,3149.63696289,0.00032441,0.00026827,0.00022487,0.18569338,0.00024657
88,2188,0.19938152,0.00026614,2894.69018555,0.00031381,0.00025923,0.00022537,0.16853340,0.00024230
89,31718,2.89030309,0.00028702,2302.50097656,0.00037898,0.00027289,0.00021342,0.27633411,0.00024316
90,1387,0.12639039,0.00031064,2968.44116211,0.00038111,0.00030124,0.00024955,0.21543694,0.00027540
91,273588,24.93070947,0.00031997,2733.53540039,0.00039766,0.00030655,0.00025601,0.22682552,0.00028128
92,1577,0.14370414,0.00027814,2735.11743164,0.00034682,0.00027125,0.00021637,0.23836741,0.00024381
93,2452,0.22343853,0.00028435,2648.81201172,0.00035524,0.00027209,0.00022574,0.23275156,0.00024891
94,330,0.03007125,0.00026428,2632.81811523,0.00034185,0.00025842,0.00019257,0.28291571,0.00022549
95,4471,0.40741992,0.00027093,2528.69702148,0.00036159,0.00025672,0.00019447,0.31019223,0.00022559
96,1492,0.13595852,0.00029716,2502.91796875,0.00036599,0.00028355,0.00024192,0.21341681,0.00026274
97,2183,0.19892590,0.00027936,3047.90600586,0.00033632,0.00027545,0.00022631,0.20060606,0.00025088
98,2402,0.21888228,0.00028992,2669.00830078,0.00035605,0.00028817,0.00022553,0.22785075,0.00025685
99,24311,2.21534014,0.00028886,2454.25244141,0.00034793,0.00028164,0.00023701,0.19580643,0.00025933
100,10892,0.99253362,0.00030376,2372.56103516,0.00037120,0.00029497,0.00024510,0.21261956,0.00027004
