,runno:,N54849,atlas:,BTBR_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,23057511,2101.11594035,0.00039592,1330.28051758,0.00053354,0.00035101,0.00028819,0.27844840,0.00031960
1,12026,1.09586938,0.00032635,2728.34130859,0.00038413,0.00032555,0.00026938,0.17687394,0.00029746
2,8183,0.74567596,0.00034178,2507.27954102,0.00039063,0.00034346,0.00029124,0.14858733,0.00031735
3,4970,0.45289130,0.00034304,2481.86254883,0.00039339,0.00034745,0.00028829,0.15412953,0.00031787
4,1993,0.18161215,0.00033936,2525.10156250,0.00038149,0.00034542,0.00029556,0.12553631,0.00032049
5,8730,0.79552134,0.00033357,2636.97583008,0.00039259,0.00033465,0.00028086,0.16423781,0.00030776
6,673,0.06132713,0.00034601,2541.39624023,0.00040806,0.00035014,0.00027983,0.18352416,0.00031499
7,7589,0.69154771,0.00033514,2467.79394531,0.00038581,0.00033902,0.00028056,0.15753604,0.00030979
8,12177,1.10962926,0.00033637,2530.23486328,0.00038517,0.00034363,0.00028140,0.15513243,0.00031252
9,8215,0.74859196,0.00033509,2646.56616211,0.00040242,0.00032092,0.00028211,0.18226089,0.00030151
10,6898,0.62858032,0.00034210,2275.78857422,0.00039219,0.00033810,0.00029600,0.14191870,0.00031705
11,6374,0.58083082,0.00033975,2260.65063477,0.00038504,0.00033676,0.00029784,0.12956327,0.00031730
12,7201,0.65619120,0.00034083,2298.69262695,0.00039502,0.00033386,0.00029359,0.15062462,0.00031373
13,3458,0.31511029,0.00034401,2454.35522461,0.00039375,0.00034559,0.00029270,0.14802529,0.00031914
14,4089,0.37261017,0.00034761,2289.61669922,0.00039155,0.00034870,0.00030259,0.12989809,0.00032565
15,28958,2.63879806,0.00034984,2459.85864258,0.00040221,0.00033983,0.00030751,0.13736850,0.00032367
16,32938,3.00147561,0.00033124,2504.23266602,0.00038529,0.00033514,0.00027256,0.17326155,0.00030385
17,14247,1.29825803,0.00034154,2451.20288086,0.00039484,0.00033740,0.00029237,0.15311314,0.00031489
18,916,0.08347051,0.00033632,2309.62182617,0.00037346,0.00033610,0.00029831,0.11314816,0.00031721
19,27444,2.50083480,0.00034780,2281.04809570,0.00039288,0.00034113,0.00030945,0.12372255,0.00032529
20,27489,2.50493542,0.00034702,2382.84204102,0.00039990,0.00034188,0.00030023,0.14617312,0.00032105
21,4236,0.38600555,0.00032411,2794.82788086,0.00038634,0.00030520,0.00028079,0.16900447,0.00029299
22,1833,0.16703214,0.00033432,2434.82202148,0.00037372,0.00033611,0.00029369,0.12223465,0.00031490
23,557,0.05075663,0.00033957,2285.78417969,0.00037734,0.00034152,0.00029944,0.11649068,0.00032048
24,3589,0.32704766,0.00034349,2232.70800781,0.00038080,0.00034307,0.00030717,0.10954693,0.00032512
25,40203,3.66349881,0.00034458,2207.11669922,0.00039149,0.00033891,0.00030330,0.13146071,0.00032111
26,6226,0.56734432,0.00034555,2226.40722656,0.00038762,0.00034298,0.00030610,0.12110971,0.00032454
27,13472,1.22763615,0.00034740,2236.45947266,0.00038946,0.00034293,0.00030980,0.11819439,0.00032636
28,11626,1.05941938,0.00034568,2268.00146484,0.00038351,0.00034272,0.00031088,0.10848618,0.00032680
29,14787,1.34746554,0.00034468,2252.59277344,0.00038487,0.00034384,0.00030531,0.11824422,0.00032458
30,673,0.06132713,0.00034942,2270.10107422,0.00039188,0.00034532,0.00031108,0.11834347,0.00032820
31,2878,0.26225778,0.00034668,2311.16967773,0.00038368,0.00034828,0.00030830,0.11068492,0.00032829
32,21559,1.96456411,0.00034163,2248.04687500,0.00038354,0.00033933,0.00030203,0.12182824,0.00032068
33,28884,2.63205481,0.00033944,2292.57177734,0.00038526,0.00034540,0.00028767,0.14649485,0.00031654
34,12361,1.12639626,0.00033734,2385.73242188,0.00039451,0.00033252,0.00028517,0.16321027,0.00030884
35,2544,0.23182203,0.00034272,2278.38720703,0.00038515,0.00034167,0.00030191,0.12304258,0.00032179
36,8581,0.78194372,0.00034160,2258.78344727,0.00038433,0.00033848,0.00030251,0.12174459,0.00032050
37,17452,1.59031369,0.00033727,2371.40209961,0.00038482,0.00033921,0.00028825,0.14560708,0.00031373
38,11650,1.06160638,0.00034305,2324.57080078,0.00038934,0.00033995,0.00030010,0.13189118,0.00032002
39,5104,0.46510206,0.00033731,2343.50073242,0.00037853,0.00034173,0.00029169,0.13169998,0.00031671
40,7713,0.70284721,0.00033070,2585.97021484,0.00037578,0.00034074,0.00027556,0.15378493,0.00030815
41,7167,0.65309295,0.00032836,2684.28881836,0.00039089,0.00031232,0.00028186,0.17142093,0.00029709
42,19455,1.77283709,0.00032811,2575.22900391,0.00038059,0.00032232,0.00028292,0.14905471,0.00030262
43,6120,0.55768507,0.00033464,2478.83374023,0.00039103,0.00032658,0.00028617,0.15923567,0.00030638
44,9795,0.89256948,0.00033886,2466.16552734,0.00041160,0.00032741,0.00027745,0.20014806,0.00030243
45,3184,0.29014203,0.00033266,2510.76293945,0.00036798,0.00033051,0.00029976,0.10561083,0.00031513
46,5400,0.49207506,0.00033798,2460.60595703,0.00038340,0.00033558,0.00029496,0.13336207,0.00031527
47,1162,0.10588726,0.00035198,2407.29028320,0.00045543,0.00034300,0.00025752,0.27921230,0.00030026
48,416,0.03790800,0.00034269,2341.93505859,0.00045155,0.00031539,0.00026113,0.28161195,0.00028826
49,9396,0.85621060,0.00033873,2436.77392578,0.00042072,0.00032564,0.00026984,0.21133560,0.00029774
50,1389,0.12657264,0.00034915,2387.50878906,0.00048768,0.00030476,0.00025500,0.33904338,0.00027988
51,123013,11.20956096,0.00034605,2399.89453125,0.00041881,0.00033515,0.00028416,0.19933940,0.00030966
52,2677,0.24394165,0.00034211,2588.73852539,0.00038696,0.00034207,0.00029730,0.13505273,0.00031969
53,11777,1.07317925,0.00033177,2525.62329102,0.00039055,0.00033192,0.00027285,0.17985229,0.00030238
54,4780,0.43557755,0.00033472,2536.96386719,0.00038911,0.00033167,0.00028338,0.15804797,0.00030753
55,7878,0.71788284,0.00033204,2567.16357422,0.00040768,0.00032647,0.00026198,0.22360644,0.00029422
56,670,0.06105376,0.00032617,2627.48901367,0.00038431,0.00032032,0.00027388,0.17040344,0.00029710
57,257976,23.50806580,0.00034290,2584.97070312,0.00042426,0.00032929,0.00027517,0.22159047,0.00030223
58,1157,0.10543164,0.00033835,2455.29443359,0.00039100,0.00033440,0.00028964,0.15087798,0.00031202
59,47639,4.34110439,0.00028397,3017.09936523,0.00033401,0.00027915,0.00023878,0.17291802,0.00025896
60,25316,2.30692078,0.00029994,2838.98339844,0.00036026,0.00029198,0.00024776,0.18984523,0.00026987
61,1770,0.16129127,0.00028740,2580.32006836,0.00035752,0.00029405,0.00021065,0.25565082,0.00025235
62,34625,3.15520350,0.00031191,2772.33984375,0.00038624,0.00030078,0.00024869,0.22717904,0.00027474
63,8708,0.79351659,0.00028994,2471.63989258,0.00036153,0.00028486,0.00022344,0.24109069,0.00025415
64,107243,9.77251954,0.00032728,2362.67846680,0.00038715,0.00032097,0.00027371,0.17936401,0.00029734
65,52843,4.81531895,0.00032626,2624.19116211,0.00039428,0.00031697,0.00026753,0.19606552,0.00029225
66,20344,1.85384722,0.00033028,2544.85522461,0.00038537,0.00032698,0.00027849,0.16563027,0.00030274
67,2725,0.24831565,0.00030154,2876.11962891,0.00037605,0.00028910,0.00023945,0.23499633,0.00026428
68,7080,0.64516508,0.00030426,2661.83325195,0.00038477,0.00029572,0.00023230,0.25165918,0.00026401
69,22447,2.04548312,0.00029008,2827.60180664,0.00033677,0.00028774,0.00024573,0.16083376,0.00026673
70,4432,0.40386605,0.00028805,2490.17407227,0.00034610,0.00028310,0.00023494,0.19641031,0.00025902
71,1473,0.13422714,0.00026654,2648.61645508,0.00035699,0.00024582,0.00019681,0.30850285,0.00022132
72,45077,4.10764211,0.00030007,2671.47900391,0.00036839,0.00029208,0.00023974,0.21964417,0.00026591
73,18094,1.64881595,0.00030730,2321.47827148,0.00038090,0.00030335,0.00023764,0.23663542,0.00027050
74,1451,0.13222239,0.00030781,2481.36376953,0.00036936,0.00030945,0.00024462,0.20373914,0.00027704
75,2957,0.26945666,0.00030379,2466.36279297,0.00036768,0.00029658,0.00024711,0.20357299,0.00027184
76,4203,0.38299842,0.00030201,2468.65429688,0.00039350,0.00028847,0.00022406,0.28165847,0.00025626
77,9052,0.82486360,0.00027846,2506.02050781,0.00035823,0.00028137,0.00019577,0.28859460,0.00023857
78,9376,0.85438810,0.00028767,2496.30444336,0.00037833,0.00027653,0.00020815,0.29775438,0.00024234
79,709,0.06460763,0.00028356,2801.37524414,0.00035611,0.00027306,0.00022151,0.23804501,0.00024729
80,10764,0.98086962,0.00026680,2521.35180664,0.00031683,0.00025973,0.00022383,0.17809577,0.00024178
81,47374,4.31695626,0.00029970,2601.48803711,0.00035761,0.00029512,0.00024655,0.18918394,0.00027083
82,28931,2.63633769,0.00031078,2457.58544922,0.00037146,0.00031168,0.00024981,0.19905069,0.00028075
83,6342,0.57791482,0.00029940,2438.38842773,0.00038829,0.00028568,0.00022422,0.27656221,0.00025495
