,runno:,N54797,atlas:,C57_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,22285817,2030.79531621,0.00033819,1565.15197754,0.00046819,0.00029760,0.00023930,0.27229393,0.00026845
1,9972,0.90869861,0.00031911,3089.72412109,0.00037473,0.00032231,0.00026030,0.18358974,0.00029131
2,3793,0.34563717,0.00032996,2800.26074219,0.00039090,0.00033277,0.00026620,0.19383156,0.00029948
3,8423,0.76754597,0.00033257,2878.78344727,0.00038182,0.00033963,0.00027626,0.16088101,0.00030795
4,2815,0.25651691,0.00032773,2814.60742188,0.00037394,0.00033661,0.00027336,0.15658417,0.00030499
5,2558,0.23309778,0.00032587,2759.35986328,0.00039133,0.00031639,0.00026990,0.18876284,0.00029315
6,1973,0.17978965,0.00032765,2755.54736328,0.00038897,0.00033528,0.00025828,0.19684926,0.00029678
7,8951,0.81565997,0.00032120,2835.90649414,0.00039278,0.00031902,0.00025180,0.22311407,0.00028541
8,17247,1.57163306,0.00032701,2799.33862305,0.00038187,0.00033238,0.00026747,0.17325224,0.00029992
9,12623,1.15027101,0.00033256,2985.54980469,0.00038860,0.00032104,0.00028811,0.15411173,0.00030457
10,8861,0.80745872,0.00033377,2676.49389648,0.00038548,0.00032872,0.00028705,0.15003850,0.00030788
11,8560,0.78003009,0.00033462,2670.39599609,0.00038312,0.00033195,0.00028886,0.14408985,0.00031041
12,9193,0.83771222,0.00033393,2707.90039062,0.00038686,0.00032825,0.00028663,0.15127921,0.00030744
13,3356,0.30581554,0.00033648,2745.69213867,0.00039299,0.00033078,0.00028431,0.16458681,0.00030754
14,5483,0.49963843,0.00034140,2668.03564453,0.00038346,0.00035096,0.00028979,0.14070566,0.00032038
15,42450,3.86825671,0.00034254,2761.62939453,0.00039962,0.00033184,0.00029575,0.15531746,0.00031379
16,38202,3.48115766,0.00033289,2789.50683594,0.00038653,0.00033422,0.00027356,0.17337912,0.00030389
17,16339,1.48889155,0.00033788,2810.54052734,0.00040032,0.00032762,0.00028569,0.17381757,0.00030666
18,1380,0.12575251,0.00033035,2722.09301758,0.00036486,0.00033059,0.00029562,0.10762078,0.00031310
19,41982,3.82561021,0.00033327,2701.94604492,0.00038396,0.00032911,0.00028665,0.15058811,0.00030788
20,38849,3.54011555,0.00033429,2761.48486328,0.00038988,0.00033087,0.00028257,0.16376917,0.00030672
21,8810,0.80281135,0.00032978,3062.94775391,0.00038769,0.00031871,0.00028295,0.16319329,0.00030083
22,3042,0.27720228,0.00032314,2892.94604492,0.00036438,0.00031571,0.00028931,0.12066610,0.00030251
