,runno:,N54864,atlas:,C57_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,22396995,2040.92641267,0.00032153,1509.38012695,0.00045294,0.00028046,0.00022301,0.28483778,0.00025174
1,10026,0.91361936,0.00028753,2898.90869141,0.00033138,0.00029005,0.00024115,0.16124757,0.00026560
2,3748,0.34153654,0.00030202,2720.98754883,0.00034644,0.00030297,0.00025665,0.15223345,0.00027981
3,8833,0.80490722,0.00030912,2698.30249023,0.00035191,0.00031608,0.00025936,0.15234573,0.00028772
4,3032,0.27629103,0.00030786,2651.26025391,0.00034860,0.00031597,0.00025985,0.14600281,0.00028791
5,2575,0.23464690,0.00031057,2625.37890625,0.00036702,0.00030416,0.00026054,0.17394689,0.00028235
6,1732,0.15782852,0.00031729,2647.23876953,0.00037436,0.00032321,0.00025470,0.18490894,0.00028896
7,9409,0.85739523,0.00030678,2638.60546875,0.00036552,0.00030419,0.00025081,0.19152586,0.00027750
8,15830,1.44250892,0.00031487,2551.16284180,0.00036592,0.00032102,0.00025947,0.16865620,0.00029025
9,12200,1.11172513,0.00030657,2780.51513672,0.00035761,0.00029797,0.00026416,0.15453479,0.00028106
10,8567,0.78066797,0.00031745,2508.13598633,0.00036089,0.00031869,0.00027282,0.14028977,0.00029576
11,8622,0.78567984,0.00032139,2457.69458008,0.00036530,0.00032172,0.00027715,0.13972913,0.00029944
12,9088,0.82814410,0.00031626,2542.01757812,0.00036225,0.00031372,0.00027280,0.14211313,0.00029326
13,3218,0.29324028,0.00031158,2576.36621094,0.00036166,0.00030863,0.00026297,0.16096291,0.00028580
14,5504,0.50155206,0.00032740,2424.51757812,0.00036938,0.00033473,0.00027811,0.14192072,0.00030642
15,41859,3.81440183,0.00031791,2572.12622070,0.00037246,0.00030714,0.00027221,0.16182807,0.00028968
16,38450,3.50375667,0.00030578,2619.99462891,0.00035203,0.00031040,0.00025090,0.16926426,0.00028065
17,17065,1.55504831,0.00031840,2587.49829102,0.00037571,0.00030996,0.00026948,0.17044143,0.00028972
18,1414,0.12885077,0.00031900,2460.81713867,0.00035066,0.00031937,0.00028731,0.10245123,0.00030334
19,42389,3.86269809,0.00031901,2452.57153320,0.00036804,0.00031326,0.00027571,0.14953277,0.00029449
20,38613,3.51861004,0.00031676,2531.74853516,0.00037033,0.00031310,0.00026739,0.16602276,0.00029025
21,7864,0.71660709,0.00029860,2925.42651367,0.00035223,0.00028656,0.00025700,0.16395675,0.00027178
22,2798,0.25496778,0.00030990,2610.81494141,0.00034829,0.00030613,0.00027546,0.12172030,0.00029079
23,628,0.05722651,0.00031898,2452.66235352,0.00035118,0.00032163,0.00028412,0.10869071,0.00030288
24,5087,0.46355293,0.00032337,2407.06542969,0.00036261,0.00032046,0.00028719,0.12091269,0.00030382
25,49792,4.53729654,0.00032188,2382.18750000,0.00036526,0.00031901,0.00028135,0.13415812,0.00030018
26,8768,0.79898410,0.00032201,2382.91577148,0.00036330,0.00032257,0.00028014,0.13247725,0.00030135
27,20963,1.91025360,0.00032025,2396.88549805,0.00036165,0.00032013,0.00027896,0.13362858,0.00029954
28,17347,1.58074556,0.00031895,2446.05517578,0.00035743,0.00031415,0.00028530,0.11864367,0.00029973
29,17530,1.59742144,0.00032386,2396.44482422,0.00036718,0.00032506,0.00027933,0.13808891,0.00030220
30,1097,0.09996414,0.00031976,2457.81103516,0.00035364,0.00031917,0.00028645,0.10812961,0.00030281
31,4174,0.38035580,0.00031611,2534.99047852,0.00035122,0.00031542,0.00028185,0.11269867,0.00029864
32,25218,2.29799052,0.00031945,2398.96875000,0.00036176,0.00031909,0.00027691,0.13494638,0.00029800
33,31648,2.88392434,0.00031476,2474.25732422,0.00035550,0.00032024,0.00026668,0.14327705,0.00029346
34,14429,1.31484278,0.00032217,2559.29614258,0.00037222,0.00032430,0.00026998,0.16010219,0.00029714
35,3556,0.32404054,0.00032089,2430.35498047,0.00035606,0.00032253,0.00028428,0.11598471,0.00030340
36,11871,1.08174500,0.00032755,2381.53784180,0.00036527,0.00032435,0.00029307,0.11416436,0.00030871
37,26031,2.37207516,0.00032778,2417.04541016,0.00037325,0.00032870,0.00028264,0.14151394,0.00030567
38,13996,1.27538565,0.00032795,2428.93603516,0.00036894,0.00033050,0.00028440,0.13178116,0.00030745
39,7152,0.65172608,0.00031671,2554.73681641,0.00035659,0.00031734,0.00027652,0.12873048,0.00029693
40,11199,1.02050900,0.00031427,2626.78320312,0.00035905,0.00031668,0.00026720,0.14811854,0.00029194
41,8247,0.75150796,0.00031287,2715.55566406,0.00037951,0.00029720,0.00026189,0.19278380,0.00027955
42,24458,2.22873552,0.00030278,2446.16723633,0.00036346,0.00030123,0.00025059,0.16672701,0.00027591
43,7142,0.65081483,0.00032342,2581.00244141,0.00037647,0.00031588,0.00027800,0.15531817,0.00029694
44,13486,1.22891190,0.00031514,2651.73217773,0.00037845,0.00030700,0.00025984,0.19136384,0.00028342
45,4140,0.37725754,0.00031350,2643.09667969,0.00035156,0.00031013,0.00027866,0.11909994,0.00029439
46,5506,0.50173431,0.00031613,2669.52099609,0.00035782,0.00031421,0.00027704,0.13153620,0.00029562
47,1407,0.12821289,0.00031291,2627.07861328,0.00040756,0.00029063,0.00024054,0.27266455,0.00026558
48,730,0.06652126,0.00031190,2614.13964844,0.00039661,0.00029029,0.00024879,0.24258652,0.00026954
49,10631,0.96874999,0.00033157,2381.85302734,0.00043595,0.00030671,0.00025308,0.23961692,0.00027990
50,1664,0.15163202,0.00031159,2655.91040039,0.00041373,0.00027672,0.00024431,0.28397775,0.00026051
51,148333,13.51684624,0.00032459,2567.98120117,0.00038972,0.00031661,0.00026747,0.19370119,0.00029203
52,2815,0.25651691,0.00030570,2858.32373047,0.00034562,0.00030347,0.00026802,0.13014568,0.00028574
53,13238,1.20631289,0.00031391,2675.27124023,0.00036755,0.00032059,0.00025372,0.18405664,0.00028715
54,6368,0.58028407,0.00031454,2632.86840820,0.00037120,0.00030909,0.00026331,0.17320859,0.00028620
55,9534,0.86878585,0.00030671,2818.01000977,0.00037038,0.00030762,0.00024211,0.21420008,0.00027487
56,885,0.08064563,0.00029901,2781.78417969,0.00034521,0.00030014,0.00025169,0.16103065,0.00027592
57,289317,26.36401477,0.00031094,2810.54272461,0.00038200,0.00029978,0.00025131,0.21236110,0.00027555
