,runno:,N54777,atlas:,DB2_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,23181986,2112.45872607,0.00035468,1473.93603516,0.00049274,0.00030970,0.00024865,0.28868756,0.00027918
1,8630,0.78640884,0.00031943,3019.54443359,0.00037384,0.00032162,0.00026282,0.17582096,0.00029222
2,3515,0.32030441,0.00032764,2869.19262695,0.00038149,0.00032809,0.00027336,0.16734079,0.00030072
3,6717,0.61208670,0.00033368,2812.31567383,0.00038714,0.00033760,0.00027630,0.16635004,0.00030695
4,2162,0.19701227,0.00032919,2843.38427734,0.00037280,0.00033481,0.00028126,0.14090535,0.00030803
5,2883,0.26271341,0.00032601,2777.31933594,0.00039599,0.00031253,0.00027179,0.19378008,0.00029216
6,1186,0.10807426,0.00032834,2705.55908203,0.00040079,0.00031371,0.00027361,0.19246233,0.00029366
7,8103,0.73838596,0.00032466,2774.52539062,0.00039187,0.00031835,0.00026384,0.20170024,0.00029110
8,14815,1.35001704,0.00033180,2627.77001953,0.00038928,0.00033274,0.00027569,0.16682982,0.00030421
9,11620,1.05887263,0.00032879,2958.00952148,0.00039068,0.00031483,0.00028087,0.16951461,0.00029785
10,6711,0.61153995,0.00033535,2595.55883789,0.00038082,0.00033214,0.00029292,0.13327692,0.00031253
11,6631,0.60424995,0.00033738,2554.62133789,0.00038345,0.00033409,0.00029483,0.13503411,0.00031446
12,6630,0.60415882,0.00033643,2637.00048828,0.00038747,0.00033132,0.00029050,0.14563657,0.00031091
13,3088,0.28139403,0.00033911,2586.83959961,0.00040137,0.00033761,0.00028047,0.17918487,0.00030904
14,4078,0.37160779,0.00034062,2587.79150391,0.00039077,0.00034307,0.00028801,0.15303928,0.00031554
15,32620,2.97249785,0.00033975,2693.78637695,0.00040181,0.00032836,0.00028885,0.16941756,0.00030860
16,28860,2.62986781,0.00033043,2737.08129883,0.00038625,0.00033325,0.00027004,0.17925662,0.00030165
17,14787,1.34746554,0.00034138,2682.04321289,0.00040227,0.00033406,0.00028779,0.17032668,0.00031093
18,1298,0.11828026,0.00033043,2667.39868164,0.00037131,0.00032471,0.00029529,0.11801053,0.00031000
19,36929,3.36515553,0.00033422,2625.80444336,0.00039208,0.00032375,0.00028678,0.16207696,0.00030527
20,32364,2.94916985,0.00033955,2689.15722656,0.00040022,0.00032993,0.00028819,0.16985069,0.00030906
21,6236,0.56825557,0.00033256,2925.55395508,0.00039913,0.00032225,0.00027629,0.18665987,0.00029927
22,2425,0.22097815,0.00032579,2761.62011719,0.00037070,0.00032150,0.00028448,0.13459831,0.00030299
23,422,0.03845475,0.00033266,2581.04711914,0.00038123,0.00032641,0.00029196,0.13617912,0.00030918
24,3728,0.33971404,0.00034046,2495.76635742,0.00038371,0.00033610,0.00030155,0.12398978,0.00031882
25,40043,3.64891881,0.00033576,2533.82104492,0.00038743,0.00033040,0.00028937,0.14976737,0.00030988
26,7042,0.64170233,0.00033657,2544.00170898,0.00038494,0.00033290,0.00029189,0.14169960,0.00031239
27,16687,1.52060306,0.00033451,2566.13403320,0.00038257,0.00033026,0.00029058,0.14167954,0.00031042
28,15287,1.39302804,0.00033088,2634.81274414,0.00037729,0.00032340,0.00029203,0.13331909,0.00030772
29,13400,1.22107515,0.00033578,2580.63793945,0.00038626,0.00033304,0.00028803,0.14960980,0.00031054
30,748,0.06816151,0.00033491,2607.53881836,0.00037903,0.00033121,0.00029449,0.12910919,0.00031285
31,3379,0.30791141,0.00033217,2663.11865234,0.00037566,0.00032631,0.00029455,0.12499952,0.00031043
32,20237,1.84409684,0.00033386,2565.23266602,0.00038128,0.00033243,0.00028737,0.14318624,0.00030990
33,21282,1.93932248,0.00033423,2616.99096680,0.00038113,0.00033914,0.00028181,0.15120374,0.00031047
34,11116,1.01294562,0.00033808,2718.56054688,0.00039495,0.00033588,0.00028348,0.16606070,0.00030968
35,2731,0.24886240,0.00033939,2575.70874023,0.00038790,0.00033452,0.00029575,0.13849257,0.00031513
36,9253,0.84317973,0.00034075,2548.01977539,0.00038514,0.00033681,0.00030038,0.12832110,0.00031860
37,20475,1.86578460,0.00034276,2596.95776367,0.00039763,0.00034059,0.00029030,0.15867090,0.00031545
38,11024,1.00456212,0.00034376,2599.65917969,0.00039493,0.00034117,0.00029517,0.14773108,0.00031817
39,6670,0.60780382,0.00033829,2654.29907227,0.00038524,0.00033742,0.00029223,0.14065790,0.00031483
40,9671,0.88126998,0.00033888,2629.34326172,0.00038748,0.00034522,0.00028407,0.15438081,0.00031465
41,7297,0.66493920,0.00034250,2736.60913086,0.00041740,0.00033074,0.00027937,0.20367979,0.00030505
42,20975,1.91134710,0.00033495,2502.25341797,0.00039701,0.00033170,0.00028442,0.15443416,0.00030806
43,6403,0.58347344,0.00034780,2719.27197266,0.00040953,0.00033755,0.00029632,0.16564220,0.00031693
44,11392,1.03809612,0.00034302,2706.04199219,0.00040176,0.00033776,0.00028960,0.16598174,0.00031368
45,3317,0.30226166,0.00034023,2651.49951172,0.00037724,0.00033734,0.00030644,0.10521052,0.00032189
46,4765,0.43421068,0.00034588,2726.65307617,0.00039257,0.00034338,0.00030170,0.13406183,0.00032254
47,1182,0.10770976,0.00034399,2696.12329102,0.00045333,0.00033414,0.00024450,0.29943931,0.00028932
48,389,0.03544763,0.00034727,2658.99487305,0.00046762,0.00030629,0.00026791,0.29769811,0.00028710
49,9767,0.89001798,0.00034944,2379.96948242,0.00045025,0.00033192,0.00026646,0.23993190,0.00029919
50,1305,0.11891814,0.00034545,2722.06665039,0.00047633,0.00031718,0.00024283,0.33574760,0.00028001
51,124614,11.35545210,0.00034973,2659.73974609,0.00042088,0.00034102,0.00028820,0.19351713,0.00031461
52,2200,0.20047502,0.00035232,2701.90820312,0.00040529,0.00034844,0.00030323,0.14835000,0.00032583
53,11111,1.01249000,0.00033751,2766.28198242,0.00040177,0.00033946,0.00027126,0.19490974,0.00030536
54,5249,0.47831518,0.00034748,2763.51220703,0.00040863,0.00034325,0.00029055,0.17003495,0.00031690
55,8113,0.73929721,0.00033071,2788.64501953,0.00039752,0.00033294,0.00025988,0.21227756,0.00029641
56,732,0.06670351,0.00032854,2892.01708984,0.00038076,0.00032470,0.00028015,0.15480338,0.00030242
57,247657,22.56774682,0.00034605,2734.86108398,0.00043327,0.00033305,0.00027219,0.23312736,0.00030262
58,1300,0.11846251,0.00034846,2501.09545898,0.00039853,0.00035091,0.00029698,0.14763078,0.00032394
