,runno:,N54842,atlas:,CAST_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,23598366,2150.40135810,0.00032765,1575.17517090,0.00044679,0.00028954,0.00023053,0.26581115,0.00026004
1,6089,0.55486019,0.00033266,3078.11865234,0.00039078,0.00033430,0.00027289,0.18121026,0.00030360
2,2629,0.23956765,0.00033719,2906.38427734,0.00040006,0.00034056,0.00027097,0.19566062,0.00030576
3,5529,0.50383019,0.00034654,2810.19506836,0.00039881,0.00035749,0.00028331,0.17068172,0.00032040
4,2038,0.18571277,0.00034821,2676.76391602,0.00042083,0.00037378,0.00024968,0.23153551,0.00031173
5,1788,0.16293152,0.00033790,2858.49023438,0.00040863,0.00032828,0.00027681,0.19823922,0.00030254
6,1296,0.11809801,0.00033205,2895.21215820,0.00039619,0.00033375,0.00026776,0.18978353,0.00030076
7,6190,0.56406382,0.00033407,2870.94995117,0.00041093,0.00032725,0.00026431,0.22283699,0.00029578
8,13447,1.22535802,0.00033215,2789.89672852,0.00039834,0.00034355,0.00025562,0.21179616,0.00029958
9,8234,0.75032334,0.00034382,2903.51123047,0.00040273,0.00033835,0.00029037,0.16484073,0.00031436
10,6131,0.55868744,0.00034494,2750.25024414,0.00040118,0.00033265,0.00030074,0.15040256,0.00031669
11,7268,0.66229658,0.00033675,2821.84887695,0.00039224,0.00032668,0.00029086,0.15533531,0.00030877
12,6096,0.55549807,0.00034968,2802.44384766,0.00040239,0.00033810,0.00030857,0.13757052,0.00032333
13,3401,0.30991616,0.00035747,2666.43261719,0.00044457,0.00035093,0.00028010,0.22865808,0.00031552
14,4425,0.40322817,0.00035590,2654.17480469,0.00041215,0.00035861,0.00029695,0.16301721,0.00032778
15,32587,2.96949073,0.00035869,2662.92089844,0.00043592,0.00034206,0.00029447,0.19940123,0.00031827
16,30840,2.81029534,0.00034576,2846.87646484,0.00041092,0.00034264,0.00028133,0.19072038,0.00031198
17,12998,1.18444289,0.00035629,2751.63183594,0.00044713,0.00033541,0.00028633,0.23132689,0.00031087
18,1038,0.09458776,0.00033949,2759.40844727,0.00038488,0.00033342,0.00030016,0.12851273,0.00031679
19,32112,2.92620635,0.00034811,2718.69116211,0.00040895,0.00034305,0.00029234,0.17060444,0.00031769
20,29392,2.67834632,0.00035008,2717.14184570,0.00041725,0.00035345,0.00027928,0.20007060,0.00031636
21,7222,0.65810483,0.00034391,2946.88037109,0.00041843,0.00032918,0.00028413,0.19848920,0.00030665
22,1918,0.17477777,0.00033577,2932.63964844,0.00039076,0.00032860,0.00028794,0.15767336,0.00030827
23,549,0.05002763,0.00034225,2754.97802734,0.00038608,0.00033838,0.00030229,0.12603873,0.00032033
24,3542,0.32276479,0.00034228,2738.00683594,0.00038921,0.00033852,0.00029910,0.13552260,0.00031881
25,35943,3.27530627,0.00034293,2695.08007812,0.00039150,0.00033712,0.00029986,0.13776241,0.00031849
26,5848,0.53289906,0.00034407,2692.82421875,0.00039601,0.00033881,0.00029728,0.14698698,0.00031804
27,15590,1.42063892,0.00034427,2681.45190430,0.00039975,0.00033880,0.00029423,0.15689306,0.00031652
28,12486,1.13778689,0.00034583,2702.51367188,0.00040272,0.00033661,0.00029821,0.15564039,0.00031741
29,14415,1.31356703,0.00035285,2656.76782227,0.00040435,0.00035161,0.00030259,0.14680822,0.00032710
30,743,0.06770588,0.00034662,2752.20654297,0.00040156,0.00033731,0.00030098,0.14836222,0.00031914
31,2922,0.26626728,0.00034096,2778.08300781,0.00038891,0.00033604,0.00029794,0.13674621,0.00031699
32,17282,1.57482244,0.00034828,2708.44946289,0.00039398,0.00034508,0.00030533,0.12986861,0.00032521
33,24570,2.23894152,0.00034850,2773.60009766,0.00039429,0.00034880,0.00030191,0.13470100,0.00032536
34,10536,0.96009311,0.00034712,2831.66503906,0.00040740,0.00033705,0.00029687,0.16212124,0.00031696
35,3079,0.28057391,0.00034218,2745.97460938,0.00038662,0.00034061,0.00029947,0.13145410,0.00032004
36,9174,0.83598085,0.00034497,2697.74682617,0.00038986,0.00034112,0.00030393,0.12898633,0.00032253
37,21683,1.97586361,0.00034410,2690.00097656,0.00040052,0.00034615,0.00028737,0.16681939,0.00031676
38,11359,1.03508900,0.00034945,2761.79443359,0.00040257,0.00034194,0.00030384,0.14529060,0.00032289
39,6355,0.57909944,0.00033988,2863.31323242,0.00039486,0.00033489,0.00028988,0.15728392,0.00031239
40,9477,0.86359173,0.00033944,2770.76708984,0.00040290,0.00033915,0.00027649,0.18726668,0.00030782
41,7058,0.64316033,0.00035408,2789.74584961,0.00045769,0.00033215,0.00027238,0.26358929,0.00030227
42,22397,2.04092687,0.00034608,2643.05957031,0.00041762,0.00034297,0.00029051,0.17043999,0.00031674
43,6003,0.54702344,0.00034770,2865.04980469,0.00040946,0.00034121,0.00029241,0.16974826,0.00031681
44,9405,0.85703073,0.00035101,2812.63232422,0.00043007,0.00033927,0.00028346,0.21092536,0.00031136
45,3469,0.31611266,0.00033954,2903.53369141,0.00038258,0.00033977,0.00029627,0.12787946,0.00031802
46,5305,0.48341818,0.00034754,2869.43383789,0.00039422,0.00034910,0.00029932,0.13822673,0.00032421
47,1495,0.13623189,0.00035828,2864.38159180,0.00049869,0.00031600,0.00026016,0.33695519,0.00028808
48,473,0.04310213,0.00036089,2750.54223633,0.00045970,0.00033980,0.00028318,0.24650490,0.00031149
49,7486,0.68216183,0.00042371,2026.55334473,0.00052974,0.00040298,0.00033841,0.21682879,0.00037069
50,1158,0.10552276,0.00036643,2755.99755859,0.00049208,0.00033070,0.00027650,0.30225807,0.00030360
51,122608,11.17265533,0.00035768,2759.50122070,0.00043032,0.00034819,0.00029518,0.19221161,0.00032168
52,1851,0.16867240,0.00035762,2846.76416016,0.00041567,0.00035049,0.00030671,0.15477653,0.00032860
53,9347,0.85174548,0.00034571,2876.60839844,0.00041499,0.00034569,0.00027737,0.19987622,0.00031153
54,5601,0.51039119,0.00036430,2839.95922852,0.00042786,0.00035851,0.00030683,0.16807197,0.00033267
55,6868,0.62584657,0.00034255,2850.60693359,0.00042636,0.00033867,0.00026277,0.24036579,0.00030072
56,696,0.06342301,0.00036229,2950.84863281,0.00042826,0.00036228,0.00029632,0.18549199,0.00032930
57,197690,18.01450340,0.00037527,2649.50122070,0.00046712,0.00036241,0.00029625,0.22804618,0.00032933
58,1266,0.11536426,0.00035177,2724.02246094,0.00042211,0.00033810,0.00029539,0.18174277,0.00031675
59,38574,3.51505617,0.00031724,3235.83447266,0.00038088,0.00031116,0.00025969,0.19535784,0.00028543
60,23424,2.13451225,0.00033573,2966.06494141,0.00042674,0.00031385,0.00026601,0.22663227,0.00028993
61,1471,0.13404489,0.00030326,2984.74511719,0.00037714,0.00030564,0.00022701,0.24966292,0.00026632
62,25856,2.35612828,0.00033714,3002.27441406,0.00041584,0.00032944,0.00026615,0.22777401,0.00029779
63,6372,0.58064857,0.00030897,2794.02880859,0.00038702,0.00029829,0.00024161,0.23957486,0.00026995
64,97776,8.90983906,0.00034156,2765.97973633,0.00041348,0.00032994,0.00028126,0.19947170,0.00030560
65,39091,3.56216780,0.00039766,2404.32910156,0.00048081,0.00038674,0.00032544,0.19451340,0.00035609
