,runno:,N54868,atlas:,C57_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,22553628,2055.19959650,0.00031925,1486.35986328,0.00044275,0.00028153,0.00022340,0.26542163,0.00025247
1,9850,0.89758136,0.00032066,3018.06933594,0.00037460,0.00032434,0.00026306,0.17757438,0.00029370
2,3896,0.35502304,0.00033002,2792.46972656,0.00038386,0.00033494,0.00027125,0.17437406,0.00030309
3,8238,0.75068784,0.00033629,2807.73706055,0.00038251,0.00034358,0.00028277,0.15050325,0.00031318
4,3146,0.28667928,0.00032654,2855.63989258,0.00036916,0.00033275,0.00027798,0.14198095,0.00030536
5,2567,0.23391790,0.00033445,2678.22387695,0.00039495,0.00032265,0.00028576,0.16731280,0.00030421
6,1614,0.14707577,0.00033007,2672.59765625,0.00039381,0.00033333,0.00026131,0.19441725,0.00029732
7,8866,0.80791435,0.00032839,2760.21459961,0.00039417,0.00032613,0.00026488,0.20049033,0.00029550
8,15786,1.43849942,0.00033415,2664.72656250,0.00038801,0.00033990,0.00027572,0.16720362,0.00030781
9,12833,1.16940726,0.00033286,2954.86083984,0.00038902,0.00032008,0.00028949,0.15293258,0.00030478
10,8102,0.73829484,0.00032995,2663.62622070,0.00038291,0.00032453,0.00028246,0.15381704,0.00030349
11,8746,0.79697935,0.00033399,2639.54272461,0.00038483,0.00032905,0.00028808,0.14761239,0.00030856
12,9535,0.86887698,0.00033336,2624.74194336,0.00038856,0.00032641,0.00028512,0.15626888,0.00030577
13,3204,0.29196453,0.00034398,2630.73071289,0.00039944,0.00034091,0.00029027,0.16150433,0.00031559
14,5382,0.49043481,0.00034639,2578.92333984,0.00039013,0.00035385,0.00029501,0.14072472,0.00032443
15,41535,3.78487733,0.00034590,2671.12622070,0.00040624,0.00033372,0.00029792,0.15974936,0.00031582
16,38428,3.50175192,0.00033619,2671.68750000,0.00039047,0.00033905,0.00027630,0.17312641,0.00030767
17,16623,1.51477106,0.00034131,2733.49414062,0.00040319,0.00033267,0.00028797,0.17252500,0.00031032
18,1307,0.11910039,0.00034991,2518.62304688,0.00038779,0.00034929,0.00031309,0.10844426,0.00033119
19,43350,3.95026922,0.00034066,2595.70532227,0.00039401,0.00033479,0.00029323,0.15233934,0.00031401
20,37821,3.44643904,0.00034032,2676.20898438,0.00039814,0.00033441,0.00028845,0.16462110,0.00031143
21,7564,0.68926958,0.00032654,3093.72021484,0.00038269,0.00031537,0.00028155,0.15777521,0.00029846
22,3091,0.28166741,0.00033589,2662.48559570,0.00038121,0.00033052,0.00029613,0.13059579,0.00031333
23,549,0.05002763,0.00034777,2524.03588867,0.00038793,0.00035139,0.00030398,0.12394734,0.00032769
24,4630,0.42190880,0.00033633,2544.71240234,0.00038522,0.00032857,0.00029536,0.13933107,0.00031196
