,runno:,N54847,atlas:,CAST_symmetric_R,,,Label Statistics

ROI,voxels,volume_mm3,adc,dwi,e1,e2,e3,fa,rd
0,23498958,2141.34280302,0.00035764,1285.64575195,0.00048790,0.00031926,0.00026154,0.26556221,0.00029040
1,6383,0.58165094,0.00034016,2396.63769531,0.00039462,0.00034250,0.00028336,0.16736151,0.00031293
2,2769,0.25232516,0.00034852,2249.36791992,0.00040714,0.00035077,0.00028764,0.17567804,0.00031921
3,5980,0.54492756,0.00035008,2238.96264648,0.00039668,0.00036030,0.00029325,0.15188055,0.00032677
4,2473,0.22535215,0.00035710,2216.92724609,0.00040181,0.00036512,0.00030436,0.14104034,0.00033474
5,1760,0.16038002,0.00034621,2198.01416016,0.00041431,0.00033461,0.00028971,0.18376422,0.00031216
6,1230,0.11208376,0.00035217,2239.80102539,0.00042233,0.00034871,0.00028973,0.18683185,0.00031922
7,6926,0.63113183,0.00033796,2262.48535156,0.00040476,0.00033408,0.00027505,0.19605701,0.00030456
8,12778,1.16439539,0.00036112,2147.45922852,0.00041608,0.00036334,0.00030447,0.15964387,0.00033391
9,8943,0.81493097,0.00035224,2275.97216797,0.00041129,0.00034481,0.00030064,0.15941077,0.00032272
10,6422,0.58520482,0.00035336,2066.78857422,0.00040525,0.00034584,0.00030877,0.13881618,0.00032730
11,7099,0.64689645,0.00034249,2126.68676758,0.00039398,0.00033672,0.00029631,0.14587945,0.00031651
12,6373,0.58073969,0.00035449,2082.74975586,0.00040720,0.00034503,0.00031123,0.13818020,0.00032813
13,3604,0.32841454,0.00036233,2065.05126953,0.00044606,0.00035793,0.00028708,0.21385556,0.00032251
14,4629,0.42181768,0.00035995,2044.60717773,0.00041407,0.00036310,0.00030269,0.15703596,0.00033289
15,33384,3.04211736,0.00035700,2163.83569336,0.00042870,0.00034287,0.00030063,0.18155448,0.00032175
16,32121,2.92702647,0.00034612,2192.78662109,0.00040737,0.00034503,0.00028504,0.17957866,0.00031503
17,13322,1.21396739,0.00035683,2186.08837891,0.00043744,0.00034054,0.00029250,0.20769361,0.00031652
18,1092,0.09950851,0.00035003,2139.10864258,0.00039344,0.00034414,0.00031251,0.11890852,0.00032832
19,33970,3.09551662,0.00035307,2095.48266602,0.00041493,0.00034394,0.00030035,0.16646577,0.00032215
20,30877,2.81366696,0.00035756,2158.68627930,0.00041896,0.00035615,0.00029746,0.17379843,0.00032680
21,7195,0.65564445,0.00034919,2325.87524414,0.00041913,0.00033615,0.00029230,0.18571600,0.00031422
22,2078,0.18935777,0.00034082,2280.69116211,0.00039062,0.00033620,0.00029564,0.14440726,0.00031592
23,547,0.04984538,0.00035010,2097.31127930,0.00039220,0.00034911,0.00030899,0.12222216,0.00032905
24,3197,0.29132666,0.00035356,2043.04370117,0.00039601,0.00035050,0.00031416,0.11957169,0.00033233
25,33729,3.07355549,0.00035199,2022.20776367,0.00040060,0.00034724,0.00030807,0.13442811,0.00032766
